figure,cell_id,type,count,rate,panel,geometry,zone,pop_density_int
0,9,park,2,0.5891581250858654,NA,list(),NA,NA
0,9,fountain,0,0,NA,list(),NA,NA
0,9,square,0,0,NA,list(),NA,NA
0,9,social,0,0,NA,list(),NA,NA
0,9,bookstore,0,0,NA,list(),NA,NA
0,9,cafe,0,0,NA,list(),NA,NA
0,9,coffeeshop,0,0,NA,list(),NA,NA
0,9,beauty_salon,0,0,NA,list(),NA,NA
0,9,barbershop,0,0,NA,list(),NA,NA
0,9,sports_field,0,0,NA,list(),NA,NA
0,9,recreation_center,0,0,NA,list(),NA,NA
0,9,aquarium,0,0,NA,list(),NA,NA
0,9,art_gallery,0,0,NA,list(),NA,NA
0,9,zoo,0,0,NA,list(),NA,NA
0,9,museum,0,0,NA,list(),NA,NA
0,9,garden,0,0,NA,list(),NA,NA
0,9,rec,0,0,NA,list(),NA,NA
0,10,sites,6,1.7402573145290605,NA,list(),NA,NA
0,10,community,0,0,NA,list(),NA,NA
0,10,library,0,0,NA,list(),NA,NA
0,10,community_center,0,0,NA,list(),NA,NA
0,10,city_hall,0,0,NA,list(),NA,NA
0,10,place_of_worship,2,0.5800857715096869,NA,list(),NA,NA
0,10,parks,1,0.29004288575484344,NA,list(),NA,NA
0,10,park,1,0.29004288575484344,NA,list(),NA,NA
0,10,fountain,0,0,NA,list(),NA,NA
0,10,square,0,0,NA,list(),NA,NA
0,10,social,3,0.8701286572645303,NA,list(),NA,NA
0,10,bookstore,0,0,NA,list(),NA,NA
0,10,cafe,3,0.8701286572645303,NA,list(),NA,NA
0,10,coffeeshop,0,0,NA,list(),NA,NA
0,10,beauty_salon,0,0,NA,list(),NA,NA
0,10,barbershop,0,0,NA,list(),NA,NA
0,10,sports_field,0,0,NA,list(),NA,NA
0,10,recreation_center,0,0,NA,list(),NA,NA
0,10,aquarium,0,0,NA,list(),NA,NA
0,10,art_gallery,0,0,NA,list(),NA,NA
0,10,zoo,0,0,NA,list(),NA,NA
0,10,museum,0,0,NA,list(),NA,NA
0,10,garden,0,0,NA,list(),NA,NA
0,10,rec,0,0,NA,list(),NA,NA
0,11,sites,1,0.2581096357321371,NA,list(),NA,NA
0,11,community,0,0,NA,list(),NA,NA
0,11,library,0,0,NA,list(),NA,NA
0,11,community_center,0,0,NA,list(),NA,NA
0,11,city_hall,0,0,NA,list(),NA,NA
0,11,place_of_worship,0,0,NA,list(),NA,NA
0,11,parks,1,0.2581096357321371,NA,list(),NA,NA
0,11,park,1,0.2581096357321371,NA,list(),NA,NA
0,11,fountain,0,0,NA,list(),NA,NA
0,11,square,0,0,NA,list(),NA,NA
0,11,social,0,0,NA,list(),NA,NA
0,11,bookstore,0,0,NA,list(),NA,NA
0,11,cafe,0,0,NA,list(),NA,NA
0,11,coffeeshop,0,0,NA,list(),NA,NA
0,11,beauty_salon,0,0,NA,list(),NA,NA
0,11,barbershop,0,0,NA,list(),NA,NA
0,11,sports_field,0,0,NA,list(),NA,NA
0,11,recreation_center,0,0,NA,list(),NA,NA
0,11,aquarium,0,0,NA,list(),NA,NA
0,11,art_gallery,0,0,NA,list(),NA,NA
0,11,zoo,0,0,NA,list(),NA,NA
0,11,museum,0,0,NA,list(),NA,NA
0,11,garden,0,0,NA,list(),NA,NA
0,11,rec,0,0,NA,list(),NA,NA
0,12,sites,0,0,NA,list(),NA,NA
0,12,community,0,0,NA,list(),NA,NA
0,12,library,0,0,NA,list(),NA,NA
0,12,community_center,0,0,NA,list(),NA,NA
0,12,city_hall,0,0,NA,list(),NA,NA
0,12,place_of_worship,0,0,NA,list(),NA,NA
0,12,parks,0,0,NA,list(),NA,NA
0,12,park,0,0,NA,list(),NA,NA
0,12,fountain,0,0,NA,list(),NA,NA
0,12,square,0,0,NA,list(),NA,NA
0,12,social,0,0,NA,list(),NA,NA
0,12,bookstore,0,0,NA,list(),NA,NA
0,12,cafe,0,0,NA,list(),NA,NA
0,12,coffeeshop,0,0,NA,list(),NA,NA
0,12,beauty_salon,0,0,NA,list(),NA,NA
0,12,barbershop,0,0,NA,list(),NA,NA
0,12,sports_field,0,0,NA,list(),NA,NA
0,12,recreation_center,0,0,NA,list(),NA,NA
0,12,aquarium,0,0,NA,list(),NA,NA
0,12,art_gallery,0,0,NA,list(),NA,NA
0,12,zoo,0,0,NA,list(),NA,NA
0,12,museum,0,0,NA,list(),NA,NA
0,12,garden,0,0,NA,list(),NA,NA
0,12,rec,0,0,NA,list(),NA,NA
0,13,sites,2,0.7014773615695438,NA,list(),NA,NA
0,13,community,0,0,NA,list(),NA,NA
0,13,library,0,0,NA,list(),NA,NA
0,13,community_center,0,0,NA,list(),NA,NA
0,13,city_hall,0,0,NA,list(),NA,NA
0,13,place_of_worship,1,0.3507386807847719,NA,list(),NA,NA
0,13,parks,0,0,NA,list(),NA,NA
0,13,park,0,0,NA,list(),NA,NA
0,13,fountain,0,0,NA,list(),NA,NA
0,13,square,0,0,NA,list(),NA,NA
0,13,social,1,0.3507386807847719,NA,list(),NA,NA
0,13,bookstore,0,0,NA,list(),NA,NA
0,13,cafe,1,0.3507386807847719,NA,list(),NA,NA
0,13,coffeeshop,0,0,NA,list(),NA,NA
0,13,beauty_salon,0,0,NA,list(),NA,NA
0,13,barbershop,0,0,NA,list(),NA,NA
0,13,sports_field,0,0,NA,list(),NA,NA
0,13,recreation_center,0,0,NA,list(),NA,NA
0,13,aquarium,0,0,NA,list(),NA,NA
0,13,art_gallery,0,0,NA,list(),NA,NA
0,13,zoo,0,0,NA,list(),NA,NA
0,13,museum,0,0,NA,list(),NA,NA
0,13,garden,0,0,NA,list(),NA,NA
0,13,rec,0,0,NA,list(),NA,NA
0,14,sites,1,0.294132926133813,NA,list(),NA,NA
0,14,community,0,0,NA,list(),NA,NA
0,14,library,0,0,NA,list(),NA,NA
0,14,community_center,0,0,NA,list(),NA,NA
0,14,city_hall,0,0,NA,list(),NA,NA
0,14,place_of_worship,0,0,NA,list(),NA,NA
0,14,parks,0,0,NA,list(),NA,NA
0,14,park,0,0,NA,list(),NA,NA
0,14,fountain,0,0,NA,list(),NA,NA
0,14,square,0,0,NA,list(),NA,NA
0,14,social,1,0.294132926133813,NA,list(),NA,NA
0,14,bookstore,0,0,NA,list(),NA,NA
0,14,cafe,1,0.294132926133813,NA,list(),NA,NA
0,14,coffeeshop,0,0,NA,list(),NA,NA
0,14,beauty_salon,0,0,NA,list(),NA,NA
0,14,barbershop,0,0,NA,list(),NA,NA
0,14,sports_field,0,0,NA,list(),NA,NA
0,14,recreation_center,0,0,NA,list(),NA,NA
0,14,aquarium,0,0,NA,list(),NA,NA
0,14,art_gallery,0,0,NA,list(),NA,NA
0,14,zoo,0,0,NA,list(),NA,NA
0,14,museum,0,0,NA,list(),NA,NA
0,14,garden,0,0,NA,list(),NA,NA
0,14,rec,0,0,NA,list(),NA,NA
0,15,sites,5,1.493522555246506,NA,list(),NA,NA
0,15,community,1,0.2987045110493011,NA,list(),NA,NA
0,15,library,0,0,NA,list(),NA,NA
0,15,community_center,1,0.2987045110493011,NA,list(),NA,NA
0,15,city_hall,0,0,NA,list(),NA,NA
0,15,place_of_worship,3,0.8961135331479034,NA,list(),NA,NA
0,15,parks,0,0,NA,list(),NA,NA
0,15,park,0,0,NA,list(),NA,NA
0,15,fountain,0,0,NA,list(),NA,NA
0,15,square,0,0,NA,list(),NA,NA
0,15,social,1,0.2987045110493011,NA,list(),NA,NA
0,15,bookstore,0,0,NA,list(),NA,NA
0,15,cafe,1,0.2987045110493011,NA,list(),NA,NA
0,15,coffeeshop,0,0,NA,list(),NA,NA
0,15,beauty_salon,0,0,NA,list(),NA,NA
0,15,barbershop,0,0,NA,list(),NA,NA
0,15,sports_field,0,0,NA,list(),NA,NA
0,15,recreation_center,0,0,NA,list(),NA,NA
0,15,aquarium,0,0,NA,list(),NA,NA
0,15,art_gallery,0,0,NA,list(),NA,NA
0,15,zoo,0,0,NA,list(),NA,NA
0,15,museum,0,0,NA,list(),NA,NA
0,15,garden,0,0,NA,list(),NA,NA
0,15,rec,0,0,NA,list(),NA,NA
0,16,sites,2,0.5548908910210948,NA,list(),NA,NA
0,16,community,0,0,NA,list(),NA,NA
0,16,library,0,0,NA,list(),NA,NA
0,16,community_center,0,0,NA,list(),NA,NA
0,16,city_hall,0,0,NA,list(),NA,NA
0,16,place_of_worship,0,0,NA,list(),NA,NA
0,16,parks,2,0.5548908910210948,NA,list(),NA,NA
0,16,park,2,0.5548908910210948,NA,list(),NA,NA
0,16,fountain,0,0,NA,list(),NA,NA
0,16,square,0,0,NA,list(),NA,NA
0,16,social,0,0,NA,list(),NA,NA
0,16,bookstore,0,0,NA,list(),NA,NA
0,16,cafe,0,0,NA,list(),NA,NA
0,16,coffeeshop,0,0,NA,list(),NA,NA
0,16,beauty_salon,0,0,NA,list(),NA,NA
0,16,barbershop,0,0,NA,list(),NA,NA
0,16,sports_field,0,0,NA,list(),NA,NA
0,16,recreation_center,0,0,NA,list(),NA,NA
0,16,aquarium,0,0,NA,list(),NA,NA
0,16,art_gallery,0,0,NA,list(),NA,NA
0,16,zoo,0,0,NA,list(),NA,NA
0,16,museum,0,0,NA,list(),NA,NA
0,16,garden,0,0,NA,list(),NA,NA
0,16,rec,0,0,NA,list(),NA,NA
0,17,sites,27,7.2673063956142,NA,list(),NA,NA
0,17,community,3,0.8074784884015778,NA,list(),NA,NA
0,17,library,1,0.26915949613385926,NA,list(),NA,NA
0,17,community_center,2,0.5383189922677185,NA,list(),NA,NA
0,17,city_hall,0,0,NA,list(),NA,NA
0,17,place_of_worship,7,1.8841164729370148,NA,list(),NA,NA
0,17,parks,10,2.6915949613385926,NA,list(),NA,NA
0,17,park,3,0.8074784884015778,NA,list(),NA,NA
0,17,fountain,0,0,NA,list(),NA,NA
0,17,square,7,1.8841164729370148,NA,list(),NA,NA
0,17,social,7,1.8841164729370148,NA,list(),NA,NA
0,17,bookstore,0,0,NA,list(),NA,NA
0,17,cafe,7,1.8841164729370148,NA,list(),NA,NA
0,17,coffeeshop,0,0,NA,list(),NA,NA
0,17,beauty_salon,0,0,NA,list(),NA,NA
0,17,barbershop,0,0,NA,list(),NA,NA
0,17,sports_field,0,0,NA,list(),NA,NA
0,17,recreation_center,0,0,NA,list(),NA,NA
0,17,aquarium,0,0,NA,list(),NA,NA
0,17,art_gallery,0,0,NA,list(),NA,NA
0,17,zoo,0,0,NA,list(),NA,NA
0,17,museum,0,0,NA,list(),NA,NA
0,17,garden,0,0,NA,list(),NA,NA
0,17,rec,0,0,NA,list(),NA,NA
0,18,sites,6,1.354988176743979,NA,list(),NA,NA
0,18,community,0,0,NA,list(),NA,NA
0,18,library,0,0,NA,list(),NA,NA
0,18,community_center,0,0,NA,list(),NA,NA
0,18,city_hall,0,0,NA,list(),NA,NA
0,18,place_of_worship,2,0.45166272558132636,NA,list(),NA,NA
0,18,parks,3,0.6774940883719895,NA,list(),NA,NA
0,18,park,1,0.22583136279066318,NA,list(),NA,NA
0,18,fountain,0,0,NA,list(),NA,NA
0,18,square,2,0.45166272558132636,NA,list(),NA,NA
0,18,social,1,0.22583136279066318,NA,list(),NA,NA
0,18,bookstore,0,0,NA,list(),NA,NA
0,18,cafe,1,0.22583136279066318,NA,list(),NA,NA
0,18,coffeeshop,0,0,NA,list(),NA,NA
0,18,beauty_salon,0,0,NA,list(),NA,NA
0,18,barbershop,0,0,NA,list(),NA,NA
0,18,sports_field,0,0,NA,list(),NA,NA
0,18,recreation_center,0,0,NA,list(),NA,NA
0,18,aquarium,0,0,NA,list(),NA,NA
0,18,art_gallery,0,0,NA,list(),NA,NA
0,18,zoo,0,0,NA,list(),NA,NA
0,18,museum,0,0,NA,list(),NA,NA
0,18,garden,0,0,NA,list(),NA,NA
0,18,rec,0,0,NA,list(),NA,NA
0,19,sites,1,0.4459243261185045,NA,list(),NA,NA
0,19,community,0,0,NA,list(),NA,NA
0,19,library,0,0,NA,list(),NA,NA
0,19,community_center,0,0,NA,list(),NA,NA
0,19,city_hall,0,0,NA,list(),NA,NA
0,19,place_of_worship,0,0,NA,list(),NA,NA
0,19,parks,1,0.4459243261185045,NA,list(),NA,NA
0,19,park,1,0.4459243261185045,NA,list(),NA,NA
0,19,fountain,0,0,NA,list(),NA,NA
0,19,square,0,0,NA,list(),NA,NA
0,19,social,0,0,NA,list(),NA,NA
0,19,bookstore,0,0,NA,list(),NA,NA
0,19,cafe,0,0,NA,list(),NA,NA
0,19,coffeeshop,0,0,NA,list(),NA,NA
0,19,beauty_salon,0,0,NA,list(),NA,NA
0,19,barbershop,0,0,NA,list(),NA,NA
0,19,sports_field,0,0,NA,list(),NA,NA
0,19,recreation_center,0,0,NA,list(),NA,NA
0,19,aquarium,0,0,NA,list(),NA,NA
0,19,art_gallery,0,0,NA,list(),NA,NA
0,19,zoo,0,0,NA,list(),NA,NA
0,19,museum,0,0,NA,list(),NA,NA
0,19,garden,0,0,NA,list(),NA,NA
0,19,rec,0,0,NA,list(),NA,NA
0,20,sites,3,1.2184881763857989,NA,list(),NA,NA
0,20,community,2,0.812325450923866,NA,list(),NA,NA
0,20,library,0,0,NA,list(),NA,NA
0,20,community_center,0,0,NA,list(),NA,NA
0,20,city_hall,2,0.812325450923866,NA,list(),NA,NA
0,20,place_of_worship,0,0,NA,list(),NA,NA
0,20,parks,1,0.406162725461933,NA,list(),NA,NA
0,20,park,1,0.406162725461933,NA,list(),NA,NA
0,20,fountain,0,0,NA,list(),NA,NA
0,20,square,0,0,NA,list(),NA,NA
0,20,social,0,0,NA,list(),NA,NA
0,20,bookstore,0,0,NA,list(),NA,NA
0,20,cafe,0,0,NA,list(),NA,NA
0,20,coffeeshop,0,0,NA,list(),NA,NA
0,20,beauty_salon,0,0,NA,list(),NA,NA
0,20,barbershop,0,0,NA,list(),NA,NA
0,20,sports_field,0,0,NA,list(),NA,NA
0,20,recreation_center,0,0,NA,list(),NA,NA
0,20,aquarium,0,0,NA,list(),NA,NA
0,20,art_gallery,0,0,NA,list(),NA,NA
0,20,zoo,0,0,NA,list(),NA,NA
0,20,museum,0,0,NA,list(),NA,NA
0,20,garden,0,0,NA,list(),NA,NA
0,20,rec,0,0,NA,list(),NA,NA
0,21,sites,3,1.087492980434473,NA,list(),NA,NA
0,21,community,0,0,NA,list(),NA,NA
0,21,library,0,0,NA,list(),NA,NA
0,21,community_center,0,0,NA,list(),NA,NA
0,21,city_hall,0,0,NA,list(),NA,NA
0,21,place_of_worship,0,0,NA,list(),NA,NA
0,21,parks,0,0,NA,list(),NA,NA
0,21,park,0,0,NA,list(),NA,NA
0,21,fountain,0,0,NA,list(),NA,NA
0,21,square,0,0,NA,list(),NA,NA
0,21,social,3,1.087492980434473,NA,list(),NA,NA
0,21,bookstore,0,0,NA,list(),NA,NA
0,21,cafe,3,1.087492980434473,NA,list(),NA,NA
0,21,coffeeshop,0,0,NA,list(),NA,NA
0,21,beauty_salon,0,0,NA,list(),NA,NA
0,21,barbershop,0,0,NA,list(),NA,NA
0,21,sports_field,0,0,NA,list(),NA,NA
0,21,recreation_center,0,0,NA,list(),NA,NA
0,21,aquarium,0,0,NA,list(),NA,NA
0,21,art_gallery,0,0,NA,list(),NA,NA
0,21,zoo,0,0,NA,list(),NA,NA
0,21,museum,0,0,NA,list(),NA,NA
0,21,garden,0,0,NA,list(),NA,NA
0,21,rec,0,0,NA,list(),NA,NA
0,22,sites,0,0,NA,list(),NA,NA
0,22,community,0,0,NA,list(),NA,NA
0,22,library,0,0,NA,list(),NA,NA
0,22,community_center,0,0,NA,list(),NA,NA
0,22,city_hall,0,0,NA,list(),NA,NA
0,22,place_of_worship,0,0,NA,list(),NA,NA
0,22,parks,0,0,NA,list(),NA,NA
0,22,park,0,0,NA,list(),NA,NA
0,22,fountain,0,0,NA,list(),NA,NA
0,22,square,0,0,NA,list(),NA,NA
0,22,social,0,0,NA,list(),NA,NA
0,22,bookstore,0,0,NA,list(),NA,NA
0,22,cafe,0,0,NA,list(),NA,NA
0,22,coffeeshop,0,0,NA,list(),NA,NA
0,22,beauty_salon,0,0,NA,list(),NA,NA
0,22,barbershop,0,0,NA,list(),NA,NA
0,22,sports_field,0,0,NA,list(),NA,NA
0,22,recreation_center,0,0,NA,list(),NA,NA
0,22,aquarium,0,0,NA,list(),NA,NA
0,22,art_gallery,0,0,NA,list(),NA,NA
0,22,zoo,0,0,NA,list(),NA,NA
0,22,museum,0,0,NA,list(),NA,NA
0,22,garden,0,0,NA,list(),NA,NA
0,22,rec,0,0,NA,list(),NA,NA
0,23,sites,0,0,NA,list(),NA,NA
0,23,community,0,0,NA,list(),NA,NA
0,23,library,0,0,NA,list(),NA,NA
0,23,community_center,0,0,NA,list(),NA,NA
0,23,city_hall,0,0,NA,list(),NA,NA
0,23,place_of_worship,0,0,NA,list(),NA,NA
0,23,parks,0,0,NA,list(),NA,NA
0,23,park,0,0,NA,list(),NA,NA
0,23,fountain,0,0,NA,list(),NA,NA
0,23,square,0,0,NA,list(),NA,NA
0,23,social,0,0,NA,list(),NA,NA
0,23,bookstore,0,0,NA,list(),NA,NA
0,23,cafe,0,0,NA,list(),NA,NA
0,23,coffeeshop,0,0,NA,list(),NA,NA
0,23,beauty_salon,0,0,NA,list(),NA,NA
0,23,barbershop,0,0,NA,list(),NA,NA
0,23,sports_field,0,0,NA,list(),NA,NA
0,23,recreation_center,0,0,NA,list(),NA,NA
0,23,aquarium,0,0,NA,list(),NA,NA
0,23,art_gallery,0,0,NA,list(),NA,NA
0,23,zoo,0,0,NA,list(),NA,NA
0,23,museum,0,0,NA,list(),NA,NA
