figure,cell_id,type,count,rate,panel,geometry,zone,pop_density_int
0,84,cafe,2,0.2892949186004546,NA,list(),NA,NA
0,84,coffeeshop,0,0,NA,list(),NA,NA
0,84,beauty_salon,0,0,NA,list(),NA,NA
0,84,barbershop,0,0,NA,list(),NA,NA
0,84,sports_field,0,0,NA,list(),NA,NA
0,84,recreation_center,0,0,NA,list(),NA,NA
0,84,aquarium,0,0,NA,list(),NA,NA
0,84,art_gallery,0,0,NA,list(),NA,NA
0,84,zoo,0,0,NA,list(),NA,NA
0,84,museum,0,0,NA,list(),NA,NA
0,84,garden,0,0,NA,list(),NA,NA
0,84,rec,0,0,NA,list(),NA,NA
0,85,sites,6,0.800843621726661,NA,list(),NA,NA
0,85,community,3,0.4004218108633305,NA,list(),NA,NA
0,85,library,1,0.1334739369544435,NA,list(),NA,NA
0,85,community_center,2,0.266947873908887,NA,list(),NA,NA
0,85,city_hall,0,0,NA,list(),NA,NA
0,85,place_of_worship,2,0.266947873908887,NA,list(),NA,NA
0,85,parks,1,0.1334739369544435,NA,list(),NA,NA
0,85,park,1,0.1334739369544435,NA,list(),NA,NA
0,85,fountain,0,0,NA,list(),NA,NA
0,85,square,0,0,NA,list(),NA,NA
0,85,social,0,0,NA,list(),NA,NA
0,85,bookstore,0,0,NA,list(),NA,NA
0,85,cafe,0,0,NA,list(),NA,NA
0,85,coffeeshop,0,0,NA,list(),NA,NA
0,85,beauty_salon,0,0,NA,list(),NA,NA
0,85,barbershop,0,0,NA,list(),NA,NA
0,85,sports_field,0,0,NA,list(),NA,NA
0,85,recreation_center,0,0,NA,list(),NA,NA
0,85,aquarium,0,0,NA,list(),NA,NA
0,85,art_gallery,0,0,NA,list(),NA,NA
0,85,zoo,0,0,NA,list(),NA,NA
0,85,museum,0,0,NA,list(),NA,NA
0,85,garden,0,0,NA,list(),NA,NA
0,85,rec,0,0,NA,list(),NA,NA
0,86,sites,18,2.2014146505026515,NA,list(),NA,NA
0,86,community,5,0.6115040695840698,NA,list(),NA,NA
0,86,library,1,0.12230081391681395,NA,list(),NA,NA
0,86,community_center,4,0.4892032556672558,NA,list(),NA,NA
0,86,city_hall,0,0,NA,list(),NA,NA
0,86,place_of_worship,7,0.8561056974176977,NA,list(),NA,NA
0,86,parks,3,0.36690244175044184,NA,list(),NA,NA
0,86,park,3,0.36690244175044184,NA,list(),NA,NA
0,86,fountain,0,0,NA,list(),NA,NA
0,86,square,0,0,NA,list(),NA,NA
0,86,social,3,0.36690244175044184,NA,list(),NA,NA
0,86,bookstore,0,0,NA,list(),NA,NA
0,86,cafe,3,0.36690244175044184,NA,list(),NA,NA
0,86,coffeeshop,0,0,NA,list(),NA,NA
0,86,beauty_salon,0,0,NA,list(),NA,NA
0,86,barbershop,0,0,NA,list(),NA,NA
0,86,sports_field,0,0,NA,list(),NA,NA
0,86,recreation_center,0,0,NA,list(),NA,NA
0,86,aquarium,0,0,NA,list(),NA,NA
0,86,art_gallery,0,0,NA,list(),NA,NA
0,86,zoo,0,0,NA,list(),NA,NA
0,86,museum,0,0,NA,list(),NA,NA
0,86,garden,0,0,NA,list(),NA,NA
0,86,rec,0,0,NA,list(),NA,NA
0,87,sites,5,0.6496944049020494,NA,list(),NA,NA
0,87,community,0,0,NA,list(),NA,NA
0,87,library,0,0,NA,list(),NA,NA
0,87,community_center,0,0,NA,list(),NA,NA
0,87,city_hall,0,0,NA,list(),NA,NA
0,87,place_of_worship,0,0,NA,list(),NA,NA
0,87,parks,5,0.6496944049020494,NA,list(),NA,NA
0,87,park,3,0.3898166429412297,NA,list(),NA,NA
0,87,fountain,0,0,NA,list(),NA,NA
0,87,square,2,0.2598777619608198,NA,list(),NA,NA
0,87,social,0,0,NA,list(),NA,NA
0,87,bookstore,0,0,NA,list(),NA,NA
0,87,cafe,0,0,NA,list(),NA,NA
0,87,coffeeshop,0,0,NA,list(),NA,NA
0,87,beauty_salon,0,0,NA,list(),NA,NA
0,87,barbershop,0,0,NA,list(),NA,NA
0,87,sports_field,0,0,NA,list(),NA,NA
0,87,recreation_center,0,0,NA,list(),NA,NA
0,87,aquarium,0,0,NA,list(),NA,NA
0,87,art_gallery,0,0,NA,list(),NA,NA
0,87,zoo,0,0,NA,list(),NA,NA
0,87,museum,0,0,NA,list(),NA,NA
0,87,garden,0,0,NA,list(),NA,NA
0,87,rec,0,0,NA,list(),NA,NA
0,88,sites,7,1.0725730830626539,NA,list(),NA,NA
0,88,community,1,0.15322472615180768,NA,list(),NA,NA
0,88,library,1,0.15322472615180768,NA,list(),NA,NA
0,88,community_center,0,0,NA,list(),NA,NA
0,88,city_hall,0,0,NA,list(),NA,NA
0,88,place_of_worship,3,0.4596741784554231,NA,list(),NA,NA
0,88,parks,2,0.30644945230361537,NA,list(),NA,NA
0,88,park,2,0.30644945230361537,NA,list(),NA,NA
0,88,fountain,0,0,NA,list(),NA,NA
0,88,square,0,0,NA,list(),NA,NA
0,88,social,1,0.15322472615180768,NA,list(),NA,NA
0,88,bookstore,0,0,NA,list(),NA,NA
0,88,cafe,1,0.15322472615180768,NA,list(),NA,NA
0,88,coffeeshop,0,0,NA,list(),NA,NA
0,88,beauty_salon,0,0,NA,list(),NA,NA
0,88,barbershop,0,0,NA,list(),NA,NA
0,88,sports_field,0,0,NA,list(),NA,NA
0,88,recreation_center,0,0,NA,list(),NA,NA
0,88,aquarium,0,0,NA,list(),NA,NA
0,88,art_gallery,0,0,NA,list(),NA,NA
0,88,zoo,0,0,NA,list(),NA,NA
0,88,museum,0,0,NA,list(),NA,NA
0,88,garden,0,0,NA,list(),NA,NA
0,88,rec,0,0,NA,list(),NA,NA
0,89,sites,0,0,NA,list(),NA,NA
0,89,community,0,0,NA,list(),NA,NA
0,89,library,0,0,NA,list(),NA,NA
0,89,community_center,0,0,NA,list(),NA,NA
0,89,city_hall,0,0,NA,list(),NA,NA
0,89,place_of_worship,0,0,NA,list(),NA,NA
0,89,parks,0,0,NA,list(),NA,NA
0,89,park,0,0,NA,list(),NA,NA
0,89,fountain,0,0,NA,list(),NA,NA
0,89,square,0,0,NA,list(),NA,NA
0,89,social,0,0,NA,list(),NA,NA
0,89,bookstore,0,0,NA,list(),NA,NA
0,89,cafe,0,0,NA,list(),NA,NA
0,89,coffeeshop,0,0,NA,list(),NA,NA
0,89,beauty_salon,0,0,NA,list(),NA,NA
0,89,barbershop,0,0,NA,list(),NA,NA
0,89,sports_field,0,0,NA,list(),NA,NA
0,89,recreation_center,0,0,NA,list(),NA,NA
0,89,aquarium,0,0,NA,list(),NA,NA
0,89,art_gallery,0,0,NA,list(),NA,NA
0,89,zoo,0,0,NA,list(),NA,NA
0,89,museum,0,0,NA,list(),NA,NA
0,89,garden,0,0,NA,list(),NA,NA
0,89,rec,0,0,NA,list(),NA,NA
0,90,sites,6,0.9483051843582063,NA,list(),NA,NA
0,90,community,3,0.47415259217910316,NA,list(),NA,NA
0,90,library,3,0.47415259217910316,NA,list(),NA,NA
0,90,community_center,0,0,NA,list(),NA,NA
0,90,city_hall,0,0,NA,list(),NA,NA
0,90,place_of_worship,0,0,NA,list(),NA,NA
0,90,parks,0,0,NA,list(),NA,NA
0,90,park,0,0,NA,list(),NA,NA
0,90,fountain,0,0,NA,list(),NA,NA
0,90,square,0,0,NA,list(),NA,NA
0,90,social,3,0.47415259217910316,NA,list(),NA,NA
0,90,bookstore,1,0.15805086405970106,NA,list(),NA,NA
0,90,cafe,2,0.3161017281194021,NA,list(),NA,NA
0,90,coffeeshop,0,0,NA,list(),NA,NA
0,90,beauty_salon,0,0,NA,list(),NA,NA
0,90,barbershop,0,0,NA,list(),NA,NA
0,90,sports_field,0,0,NA,list(),NA,NA
0,90,recreation_center,0,0,NA,list(),NA,NA
0,90,aquarium,0,0,NA,list(),NA,NA
0,90,art_gallery,0,0,NA,list(),NA,NA
0,90,zoo,0,0,NA,list(),NA,NA
0,90,museum,0,0,NA,list(),NA,NA
0,90,garden,0,0,NA,list(),NA,NA
0,90,rec,0,0,NA,list(),NA,NA
0,91,sites,1,0.15333656705577292,NA,list(),NA,NA
0,91,community,1,0.15333656705577292,NA,list(),NA,NA
0,91,library,1,0.15333656705577292,NA,list(),NA,NA
0,91,community_center,0,0,NA,list(),NA,NA
0,91,city_hall,0,0,NA,list(),NA,NA
0,91,place_of_worship,0,0,NA,list(),NA,NA
0,91,parks,0,0,NA,list(),NA,NA
0,91,park,0,0,NA,list(),NA,NA
0,91,fountain,0,0,NA,list(),NA,NA
0,91,square,0,0,NA,list(),NA,NA
0,91,social,0,0,NA,list(),NA,NA
0,91,bookstore,0,0,NA,list(),NA,NA
0,91,cafe,0,0,NA,list(),NA,NA
0,91,coffeeshop,0,0,NA,list(),NA,NA
0,91,beauty_salon,0,0,NA,list(),NA,NA
0,91,barbershop,0,0,NA,list(),NA,NA
0,91,sports_field,0,0,NA,list(),NA,NA
0,91,recreation_center,0,0,NA,list(),NA,NA
0,91,aquarium,0,0,NA,list(),NA,NA
0,91,art_gallery,0,0,NA,list(),NA,NA
0,91,zoo,0,0,NA,list(),NA,NA
0,91,museum,0,0,NA,list(),NA,NA
0,91,garden,0,0,NA,list(),NA,NA
0,91,rec,0,0,NA,list(),NA,NA
0,92,sites,8,1.2025388842362914,NA,list(),NA,NA
0,92,community,0,0,NA,list(),NA,NA
0,92,library,0,0,NA,list(),NA,NA
0,92,community_center,0,0,NA,list(),NA,NA
0,92,city_hall,0,0,NA,list(),NA,NA
0,92,place_of_worship,0,0,NA,list(),NA,NA
0,92,parks,5,0.7515868026476821,NA,list(),NA,NA
0,92,park,5,0.7515868026476821,NA,list(),NA,NA
0,92,fountain,0,0,NA,list(),NA,NA
0,92,square,0,0,NA,list(),NA,NA
0,92,social,3,0.4509520815886093,NA,list(),NA,NA
0,92,bookstore,0,0,NA,list(),NA,NA
0,92,cafe,3,0.4509520815886093,NA,list(),NA,NA
0,92,coffeeshop,0,0,NA,list(),NA,NA
0,92,beauty_salon,0,0,NA,list(),NA,NA
0,92,barbershop,0,0,NA,list(),NA,NA
0,92,sports_field,0,0,NA,list(),NA,NA
0,92,recreation_center,0,0,NA,list(),NA,NA
0,92,aquarium,0,0,NA,list(),NA,NA
0,92,art_gallery,0,0,NA,list(),NA,NA
0,92,zoo,0,0,NA,list(),NA,NA
0,92,museum,0,0,NA,list(),NA,NA
0,92,garden,0,0,NA,list(),NA,NA
0,92,rec,0,0,NA,list(),NA,NA
0,93,sites,6,1.4247635564677728,NA,list(),NA,NA
0,93,community,2,0.4749211854892576,NA,list(),NA,NA
0,93,library,2,0.4749211854892576,NA,list(),NA,NA
0,93,community_center,0,0,NA,list(),NA,NA
0,93,city_hall,0,0,NA,list(),NA,NA
0,93,place_of_worship,0,0,NA,list(),NA,NA
0,93,parks,2,0.4749211854892576,NA,list(),NA,NA
0,93,park,2,0.4749211854892576,NA,list(),NA,NA
0,93,fountain,0,0,NA,list(),NA,NA
0,93,square,0,0,NA,list(),NA,NA
0,93,social,2,0.4749211854892576,NA,list(),NA,NA
0,93,bookstore,0,0,NA,list(),NA,NA
0,93,cafe,2,0.4749211854892576,NA,list(),NA,NA
0,93,coffeeshop,0,0,NA,list(),NA,NA
0,93,beauty_salon,0,0,NA,list(),NA,NA
0,93,barbershop,0,0,NA,list(),NA,NA
0,93,sports_field,0,0,NA,list(),NA,NA
0,93,recreation_center,0,0,NA,list(),NA,NA
0,93,aquarium,0,0,NA,list(),NA,NA
0,93,art_gallery,0,0,NA,list(),NA,NA
0,93,zoo,0,0,NA,list(),NA,NA
0,93,museum,0,0,NA,list(),NA,NA
0,93,garden,0,0,NA,list(),NA,NA
0,93,rec,0,0,NA,list(),NA,NA
0,94,sites,11,1.6130096084791297,NA,list(),NA,NA
0,94,community,1,0.1466372371344663,NA,list(),NA,NA
0,94,library,0,0,NA,list(),NA,NA
0,94,community_center,1,0.1466372371344663,NA,list(),NA,NA
0,94,city_hall,0,0,NA,list(),NA,NA
0,94,place_of_worship,0,0,NA,list(),NA,NA
0,94,parks,7,1.0264606599412642,NA,list(),NA,NA
0,94,park,2,0.2932744742689326,NA,list(),NA,NA
0,94,fountain,0,0,NA,list(),NA,NA
0,94,square,5,0.7331861856723316,NA,list(),NA,NA
0,94,social,3,0.43991171140339896,NA,list(),NA,NA
0,94,bookstore,2,0.2932744742689326,NA,list(),NA,NA
0,94,cafe,1,0.1466372371344663,NA,list(),NA,NA
0,94,coffeeshop,0,0,NA,list(),NA,NA
0,94,beauty_salon,0,0,NA,list(),NA,NA
0,94,barbershop,0,0,NA,list(),NA,NA
0,94,sports_field,0,0,NA,list(),NA,NA
0,94,recreation_center,0,0,NA,list(),NA,NA
0,94,aquarium,0,0,NA,list(),NA,NA
0,94,art_gallery,0,0,NA,list(),NA,NA
0,94,zoo,0,0,NA,list(),NA,NA
0,94,museum,0,0,NA,list(),NA,NA
0,94,garden,0,0,NA,list(),NA,NA
0,94,rec,0,0,NA,list(),NA,NA
0,95,sites,22,2.766530823069093,NA,list(),NA,NA
0,95,community,3,0.37725420314578534,NA,list(),NA,NA
0,95,library,0,0,NA,list(),NA,NA
0,95,community_center,2,0.2515028020971902,NA,list(),NA,NA
0,95,city_hall,1,0.1257514010485951,NA,list(),NA,NA
0,95,place_of_worship,4,0.5030056041943805,NA,list(),NA,NA
0,95,parks,13,1.6347682136317365,NA,list(),NA,NA
0,95,park,5,0.6287570052429756,NA,list(),NA,NA
0,95,fountain,0,0,NA,list(),NA,NA
0,95,square,8,1.006011208388761,NA,list(),NA,NA
0,95,social,2,0.2515028020971902,NA,list(),NA,NA
0,95,bookstore,0,0,NA,list(),NA,NA
0,95,cafe,2,0.2515028020971902,NA,list(),NA,NA
0,95,coffeeshop,0,0,NA,list(),NA,NA
0,95,beauty_salon,0,0,NA,list(),NA,NA
0,95,barbershop,0,0,NA,list(),NA,NA
0,95,sports_field,0,0,NA,list(),NA,NA
0,95,recreation_center,0,0,NA,list(),NA,NA
0,95,aquarium,0,0,NA,list(),NA,NA
0,95,art_gallery,0,0,NA,list(),NA,NA
0,95,zoo,0,0,NA,list(),NA,NA
0,95,museum,0,0,NA,list(),NA,NA
0,95,garden,0,0,NA,list(),NA,NA
0,95,rec,0,0,NA,list(),NA,NA
0,96,sites,10,1.361868611074058,NA,list(),NA,NA
0,96,community,2,0.2723737222148116,NA,list(),NA,NA
0,96,library,0,0,NA,list(),NA,NA
0,96,community_center,2,0.2723737222148116,NA,list(),NA,NA
0,96,city_hall,0,0,NA,list(),NA,NA
0,96,place_of_worship,3,0.40856058332221745,NA,list(),NA,NA
0,96,parks,4,0.5447474444296232,NA,list(),NA,NA
0,96,park,3,0.40856058332221745,NA,list(),NA,NA
0,96,fountain,0,0,NA,list(),NA,NA
0,96,square,1,0.1361868611074058,NA,list(),NA,NA
0,96,social,1,0.1361868611074058,NA,list(),NA,NA
0,96,bookstore,1,0.1361868611074058,NA,list(),NA,NA
0,96,cafe,0,0,NA,list(),NA,NA
0,96,coffeeshop,0,0,NA,list(),NA,NA
0,96,beauty_salon,0,0,NA,list(),NA,NA
0,96,barbershop,0,0,NA,list(),NA,NA
0,96,sports_field,0,0,NA,list(),NA,NA
0,96,recreation_center,0,0,NA,list(),NA,NA
0,96,aquarium,0,0,NA,list(),NA,NA
0,96,art_gallery,0,0,NA,list(),NA,NA
0,96,zoo,0,0,NA,list(),NA,NA
0,96,museum,0,0,NA,list(),NA,NA
0,96,garden,0,0,NA,list(),NA,NA
0,96,rec,0,0,NA,list(),NA,NA
0,97,sites,9,1.1684408614215698,NA,list(),NA,NA
0,97,community,2,0.2596535247603488,NA,list(),NA,NA
0,97,library,0,0,NA,list(),NA,NA
0,97,community_center,2,0.2596535247603488,NA,list(),NA,NA
0,97,city_hall,0,0,NA,list(),NA,NA
0,97,place_of_worship,3,0.3894802871405232,NA,list(),NA,NA
0,97,parks,2,0.2596535247603488,NA,list(),NA,NA
0,97,park,2,0.2596535247603488,NA,list(),NA,NA
0,97,fountain,0,0,NA,list(),NA,NA
0,97,square,0,0,NA,list(),NA,NA
0,97,social,2,0.2596535247603488,NA,list(),NA,NA
0,97,bookstore,0,0,NA,list(),NA,NA
0,97,cafe,2,0.2596535247603488,NA,list(),NA,NA
0,97,coffeeshop,0,0,NA,list(),NA,NA
0,97,beauty_salon,0,0,NA,list(),NA,NA
0,97,barbershop,0,0,NA,list(),NA,NA
0,97,sports_field,0,0,NA,list(),NA,NA
0,97,recreation_center,0,0,NA,list(),NA,NA
0,97,aquarium,0,0,NA,list(),NA,NA
0,97,art_gallery,0,0,NA,list(),NA,NA
0,97,zoo,0,0,NA,list(),NA,NA
0,97,museum,0,0,NA,list(),NA,NA
0,97,garden,0,0,NA,list(),NA,NA
0,97,rec,0,0,NA,list(),NA,NA
0,98,sites,13,1.7519012496342263,NA,list(),NA,NA
0,98,community,2,0.2695232691744964,NA,list(),NA,NA
0,98,library,1,0.1347616345872482,NA,list(),NA,NA
0,98,community_center,0,0,NA,list(),NA,NA
0,98,city_hall,1,0.1347616345872482,NA,list(),NA,NA
0,98,place_of_worship,4,0.5390465383489929,NA,list(),NA,NA
0,98,parks,6,0.8085698075234892,NA,list(),NA,NA
0,98,park,2,0.2695232691744964,NA,list(),NA,NA
0,98,fountain,1,0.1347616345872482,NA,list(),NA,NA
0,98,square,3,0.4042849037617446,NA,list(),NA,NA
0,98,social,1,0.1347616345872482,NA,list(),NA,NA
0,98,bookstore,0,0,NA,list(),NA,NA
0,98,cafe,1,0.1347616345872482,NA,list(),NA,NA
0,98,coffeeshop,0,0,NA,list(),NA,NA
0,98,beauty_salon,0,0,NA,list(),NA,NA
0,98,barbershop,0,0,NA,list(),NA,NA
0,98,sports_field,0,0,NA,list(),NA,NA
0,98,recreation_center,0,0,NA,list(),NA,NA
0,98,aquarium,0,0,NA,list(),NA,NA
0,98,art_gallery,0,0,NA,list(),NA,NA
0,98,zoo,0,0,NA,list(),NA,NA
0,98,museum,0,0,NA,list(),NA,NA
0,98,garden,0,0,NA,list(),NA,NA
0,98,rec,0,0,NA,list(),NA,NA
0,99,sites,3,0.5288529150525035,NA,list(),NA,NA
0,99,community,0,0,NA,list(),NA,NA
0,99,library,0,0,NA,list(),NA,NA
0,99,community_center,0,0,NA,list(),NA,NA
0,99,city_hall,0,0,NA,list(),NA,NA
0,99,place_of_worship,0,0,NA,list(),NA,NA
0,99,parks,1,0.17628430501750117,NA,list(),NA,NA
0,99,park,1,0.17628430501750117,NA,list(),NA,NA
0,99,fountain,0,0,NA,list(),NA,NA
0,99,square,0,0,NA,list(),NA,NA
0,99,social,2,0.35256861003500234,NA,list(),NA,NA
0,99,bookstore,0,0,NA,list(),NA,NA
0,99,cafe,2,0.35256861003500234,NA,list(),NA,NA
0,99,coffeeshop,0,0,NA,list(),NA,NA
0,99,beauty_salon,0,0,NA,list(),NA,NA
0,99,barbershop,0,0,NA,list(),NA,NA
0,99,sports_field,0,0,NA,list(),NA,NA
0,99,recreation_center,0,0,NA,list(),NA,NA
0,99,aquarium,0,0,NA,list(),NA,NA
0,99,art_gallery,0,0,NA,list(),NA,NA
0,99,zoo,0,0,NA,list(),NA,NA
0,99,museum,0,0,NA,list(),NA,NA
0,99,garden,0,0,NA,list(),NA,NA
0,99,rec,0,0,NA,list(),NA,NA
0,100,sites,2,0.5071298273572312,NA,list(),NA,NA
0,100,community,1,0.2535649136786156,NA,list(),NA,NA
0,100,library,1,0.2535649136786156,NA,list(),NA,NA
0,100,community_center,0,0,NA,list(),NA,NA
0,100,city_hall,0,0,NA,list(),NA,NA
0,100,place_of_worship,0,0,NA,list(),NA,NA
0,100,parks,0,0,NA,list(),NA,NA
0,100,park,0,0,NA,list(),NA,NA
0,100,fountain,0,0,NA,list(),NA,NA
0,100,square,0,0,NA,list(),NA,NA
0,100,social,1,0.2535649136786156,NA,list(),NA,NA
0,100,bookstore,1,0.2535649136786156,NA,list(),NA,NA
0,100,cafe,0,0,NA,list(),NA,NA
0,100,coffeeshop,0,0,NA,list(),NA,NA
0,100,beauty_salon,0,0,NA,list(),NA,NA
0,100,barbershop,0,0,NA,list(),NA,NA
0,100,sports_field,0,0,NA,list(),NA,NA
0,100,recreation_center,0,0,NA,list(),NA,NA
0,100,aquarium,0,0,NA,list(),NA,NA
0,100,art_gallery,0,0,NA,list(),NA,NA
0,100,zoo,0,0,NA,list(),NA,NA
0,100,museum,0,0,NA,list(),NA,NA
0,100,garden,0,0,NA,list(),NA,NA
0,100,rec,0,0,NA,list(),NA,NA
0,101,sites,0,0,NA,list(),NA,NA
0,101,community,0,0,NA,list(),NA,NA
0,101,library,0,0,NA,list(),NA,NA
0,101,community_center,0,0,NA,list(),NA,NA
0,101,city_hall,0,0,NA,list(),NA,NA
0,101,place_of_worship,0,0,NA,list(),NA,NA
0,101,parks,0,0,NA,list(),NA,NA
0,101,park,0,0,NA,list(),NA,NA
0,101,fountain,0,0,NA,list(),NA,NA
0,101,square,0,0,NA,list(),NA,NA
0,101,social,0,0,NA,list(),NA,NA
0,101,bookstore,0,0,NA,list(),NA,NA
0,101,cafe,0,0,NA,list(),NA,NA
0,101,coffeeshop,0,0,NA,list(),NA,NA
0,101,beauty_salon,0,0,NA,list(),NA,NA
0,101,barbershop,0,0,NA,list(),NA,NA
0,101,sports_field,0,0,NA,list(),NA,NA
0,101,recreation_center,0,0,NA,list(),NA,NA
0,101,aquarium,0,0,NA,list(),NA,NA
0,101,art_gallery,0,0,NA,list(),NA,NA
0,101,zoo,0,0,NA,list(),NA,NA
0,101,museum,0,0,NA,list(),NA,NA
0,101,garden,0,0,NA,list(),NA,NA
0,101,rec,0,0,NA,list(),NA,NA
0,102,sites,0,0,NA,list(),NA,NA
0,102,community,0,0,NA,list(),NA,NA
0,102,library,0,0,NA,list(),NA,NA
0,102,community_center,0,0,NA,list(),NA,NA
0,102,city_hall,0,0,NA,list(),NA,NA
0,102,place_of_worship,0,0,NA,list(),NA,NA
0,102,parks,0,0,NA,list(),NA,NA
0,102,park,0,0,NA,list(),NA,NA
0,102,fountain,0,0,NA,list(),NA,NA
0,102,square,0,0,NA,list(),NA,NA
0,102,social,0,0,NA,list(),NA,NA
0,102,bookstore,0,0,NA,list(),NA,NA
0,102,cafe,0,0,NA,list(),NA,NA
0,102,coffeeshop,0,0,NA,list(),NA,NA
0,102,beauty_salon,0,0,NA,list(),NA,NA
0,102,barbershop,0,0,NA,list(),NA,NA
0,102,sports_field,0,0,NA,list(),NA,NA
0,102,recreation_center,0,0,NA,list(),NA,NA
0,102,aquarium,0,0,NA,list(),NA,NA
0,102,art_gallery,0,0,NA,list(),NA,NA
0,102,zoo,0,0,NA,list(),NA,NA
0,102,museum,0,0,NA,list(),NA,NA
0,102,garden,0,0,NA,list(),NA,NA
0,102,rec,0,0,NA,list(),NA,NA
0,103,sites,2,0.32855209976050015,NA,list(),NA,NA
0,103,community,0,0,NA,list(),NA,NA
0,103,library,0,0,NA,list(),NA,NA
0,103,community_center,0,0,NA,list(),NA,NA
0,103,city_hall,0,0,NA,list(),NA,NA
0,103,place_of_worship,0,0,NA,list(),NA,NA
0,103,parks,0,0,NA,list(),NA,NA
0,103,park,0,0,NA,list(),NA,NA
0,103,fountain,0,0,NA,list(),NA,NA
0,103,square,0,0,NA,list(),NA,NA
0,103,social,2,0.32855209976050015,NA,list(),NA,NA
0,103,bookstore,0,0,NA,list(),NA,NA
0,103,cafe,2,0.32855209976050015,NA,list(),NA,NA
0,103,coffeeshop,0,0,NA,list(),NA,NA
0,103,beauty_salon,0,0,NA,list(),NA,NA
0,103,barbershop,0,0,NA,list(),NA,NA
0,103,sports_field,0,0,NA,list(),NA,NA
0,103,recreation_center,0,0,NA,list(),NA,NA
0,103,aquarium,0,0,NA,list(),NA,NA
0,103,art_gallery,0,0,NA,list(),NA,NA
0,103,zoo,0,0,NA,list(),NA,NA
0,103,museum,0,0,NA,list(),NA,NA
0,103,garden,0,0,NA,list(),NA,NA
0,103,rec,0,0,NA,list(),NA,NA
0,104,sites,5,0.6912563907474907,NA,list(),NA,NA
0,104,community,1,0.13825127814949814,NA,list(),NA,NA
0,104,library,1,0.13825127814949814,NA,list(),NA,NA
0,104,community_center,0,0,NA,list(),NA,NA
0,104,city_hall,0,0,NA,list(),NA,NA
0,104,place_of_worship,1,0.13825127814949814,NA,list(),NA,NA
0,104,parks,2,0.2765025562989963,NA,list(),NA,NA
0,104,park,2,0.2765025562989963,NA,list(),NA,NA
0,104,fountain,0,0,NA,list(),NA,NA
0,104,square,0,0,NA,list(),NA,NA
0,104,social,1,0.13825127814949814,NA,list(),NA,NA
0,104,bookstore,0,0,NA,list(),NA,NA
0,104,cafe,1,0.13825127814949814,NA,list(),NA,NA
0,104,coffeeshop,0,0,NA,list(),NA,NA
0,104,beauty_salon,0,0,NA,list(),NA,NA
0,104,barbershop,0,0,NA,list(),NA,NA
0,104,sports_field,0,0,NA,list(),NA,NA
0,104,recreation_center,0,0,NA,list(),NA,NA
0,104,aquarium,0,0,NA,list(),NA,NA
0,104,art_gallery,0,0,NA,list(),NA,NA
0,104,zoo,0,0,NA,list(),NA,NA
0,104,museum,0,0,NA,list(),NA,NA
0,104,garden,0,0,NA,list(),NA,NA
0,104,rec,0,0,NA,list(),NA,NA
0,105,sites,9,0.9970308774281545,NA,list(),NA,NA
0,105,community,0,0,NA,list(),NA,NA
0,105,library,0,0,NA,list(),NA,NA
0,105,community_center,0,0,NA,list(),NA,NA
0,105,city_hall,0,0,NA,list(),NA,NA
0,105,place_of_worship,3,0.33234362580938487,NA,list(),NA,NA
0,105,parks,2,0.22156241720625658,NA,list(),NA,NA
0,105,park,2,0.22156241720625658,NA,list(),NA,NA
0,105,fountain,0,0,NA,list(),NA,NA
0,105,square,0,0,NA,list(),NA,NA
0,105,social,4,0.44312483441251316,NA,list(),NA,NA
0,105,bookstore,0,0,NA,list(),NA,NA
0,105,cafe,4,0.44312483441251316,NA,list(),NA,NA
0,105,coffeeshop,0,0,NA,list(),NA,NA
0,105,beauty_salon,0,0,NA,list(),NA,NA
0,105,barbershop,0,0,NA,list(),NA,NA
0,105,sports_field,0,0,NA,list(),NA,NA
0,105,recreation_center,0,0,NA,list(),NA,NA
0,105,aquarium,0,0,NA,list(),NA,NA
0,105,art_gallery,0,0,NA,list(),NA,NA
0,105,zoo,0,0,NA,list(),NA,NA
0,105,museum,0,0,NA,list(),NA,NA
0,105,garden,0,0,NA,list(),NA,NA
0,105,rec,0,0,NA,list(),NA,NA
0,106,sites,11,1.3786429971701692,NA,list(),NA,NA
0,106,community,4,0.501324726243698,NA,list(),NA,NA
0,106,library,2,0.250662363121849,NA,list(),NA,NA
0,106,community_center,2,0.250662363121849,NA,list(),NA,NA
0,106,city_hall,0,0,NA,list(),NA,NA
0,106,place_of_worship,2,0.250662363121849,NA,list(),NA,NA
0,106,parks,4,0.501324726243698,NA,list(),NA,NA
0,106,park,3,0.3759935446827734,NA,list(),NA,NA
0,106,fountain,0,0,NA,list(),NA,NA
0,106,square,1,0.1253311815609245,NA,list(),NA,NA
0,106,social,1,0.1253311815609245,NA,list(),NA,NA
0,106,bookstore,0,0,NA,list(),NA,NA
0,106,cafe,1,0.1253311815609245,NA,list(),NA,NA
0,106,coffeeshop,0,0,NA,list(),NA,NA
0,106,beauty_salon,0,0,NA,list(),NA,NA
0,106,barbershop,0,0,NA,list(),NA,NA
0,106,sports_field,0,0,NA,list(),NA,NA
0,106,recreation_center,0,0,NA,list(),NA,NA
0,106,aquarium,0,0,NA,list(),NA,NA
0,106,art_gallery,0,0,NA,list(),NA,NA
0,106,zoo,0,0,NA,list(),NA,NA
0,106,museum,0,0,NA,list(),NA,NA
0,106,garden,0,0,NA,list(),NA,NA
0,106,rec,0,0,NA,list(),NA,NA
