id,name,type,status,source,neighborhood,google_id,search,geometry,x,y,cell_id,zone
922,Igrejia Missionaria Betel,Places of Worship,new,humancoding_fall,East Boston,NA,NA,"c(-71.0336105, 42.3815938)",-71.0336105,42.3815938,207,boston
923,il Panino Cafe and Grill,Social Businesses,checked,google_api,Jamaica Plain,ChIJF7Ltt4F544kRoUIn46SQxps,cafe,"c(-71.100839, 42.322691)",-71.100839,42.322691,95,validation
924,ILDM,Places of Worship,checked,google_api,East Boston,ChIJZ_ZEXVtw44kR3YLtw_sSb3Q,place of worship,"c(-71.039319, 42.373383)",-71.039319,42.373383,196,boston
925,Ingersoll Bowditch Library,Community Spaces,"checked, visited",google_api,Jamaica Plain,ChIJj_RG0Dt544kR_0B7pxPU4yM,library,"c(-71.1282, 42.301585)",-71.1282,42.301585,65,validation
926,Inglesia De Dios Pentecostal ,Places of Worship,"new, visited",humancoding_fall,Dorchester,NA,NA,"c(-71.0712986, 42.2880468)",-71.0712986,42.2880468,69,validation
927,Ink Block,Parks,new,humancoding_fall,South End,NA,NA,"c(-71.0629622, 42.3461305)",-71.0629622,42.3461305,145,validation
928,Inner City Business Ventures,Social Businesses,checked,google_api,Roxbury,ChIJmdT51jJ644kRl_x6rom_TTg,bookstore,"c(-71.082549, 42.318732)",-71.082549,42.318732,96,validation
930,Inspiration Salon and Spa,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1577039, 42.2803926)",-71.1577039,42.2803926,31,boston
931,inSpirit: The UU Book and Gift Shop,Social Businesses,checked,google_api,South Boston Waterfront,ChIJKdxHgZtw44kRXVAcIXwSa_Y,bookstore,"c(-71.048444, 42.351674)",-71.048444,42.351674,164,validation
933,International Barbershop,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1589856, 42.2593238)",-71.1589856,42.2593238,14,boston
934,International Fencing Club,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1693225, 42.2792453)",-71.1693225,42.2792453,30,boston
935,International Poster Gallery,Other,new,humancoding_fall,South End,NA,NA,"c(-71.0636387, 42.3420873)",-71.0636387,42.3420873,145,validation
936,Irish Social Club of Boston,Community Spaces,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1557066, 42.2844202)",-71.1557066,42.2844202,31,boston
937,Isabella Stewart Gardner Museum,Other,"new, visited",humancoding_fall,Longwood,NA,NA,"c(-71.0990577, 42.3381442)",-71.0990577,42.3381442,124,validation
938,Isabella Street Park,Parks,checked,google_api,Bay Village,ChIJf8hocnN644kRmYmbPRQ6rTQ,park,"c(-71.071366, 42.34881)",-71.071366,42.34881,144,validation
939,Islamic Society of Boston Cultural Center,Places of Worship,"new, visited",humancoding_fall,Roxbury,NA,NA,"c(-71.0933125, 42.3307685)",-71.0933125,42.3307685,107,validation
940,J.P. Licks,Social Businesses,new,google_api,West Roxbury,ChIJk-O3lkl_44kRmlmjFZSMs4o,cafe,"c(-71.156872, 42.29642)",-71.156872,42.29642,53,boston
941,J.P. Licks,Social Businesses,checked,google_api,Jamaica Plain,ChIJJ04Nbm5544kRj8vi0lAZX-g,cafe,"c(-71.114331, 42.31284)",-71.114331,42.31284,83,validation
942,Jackson Mann Community Center,Community Spaces,checked,google_api,Allston,ChIJ5VL6kc5544kRfrQMgDiMnVQ,community center,"c(-71.137571, 42.353103)",-71.137571,42.353103,139,boston
943,Jackson Square,Parks,checked,google_api,Brighton,ChIJd5NqFkl444kRC0IFgqRZ4x4,park,"c(-71.152846, 42.34611)",-71.152846,42.34611,120,boston
944,Jackson Square,Parks,checked,google_api,Jamaica Plain,ChIJv8riT4B544kRsweiBZStY1c,square,"c(-71.099778, 42.323204)",-71.099778,42.323204,95,validation
947,Jackson Square Playground,Parks,checked,google_api,Jamaica Plain,ChIJySri7YB544kRU8ru4RcRpFI,square,"c(-71.099152, 42.32426)",-71.099152,42.32426,95,validation
948,Jackson Square Tennis Court,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.0989675, 42.3246997)",-71.0989675,42.3246997,95,validation
949,Jackson Squre Basketball Court,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.0990911, 42.3244084)",-71.0990911,42.3244084,95,validation
950,Jaharis Courtyard,Parks,new,humancoding_fall,Chinatown,NA,NA,"c(-71.0619995, 42.3492321)",-71.0619995,42.3492321,163,validation
951,Jaho Coffee & Tea,Social Businesses,new,humancoding_fall,South End,NA,NA,"c(-71.0754012, 42.3379327)",-71.0754012,42.3379327,125,validation
952,Jamaica Plain Branch of the Boston Public Library,Community Spaces,"checked, visited",google_api,Jamaica Plain,ChIJJ214YGl544kRj1heOgH5oWw,library,"c(-71.114945, 42.308868)",-71.114945,42.308868,74,validation
953,Jamaica Plain Community Center,Community Spaces,checked,google_api,Jamaica Plain,ChIJK1yELGZ544kRusAFMW400hQ,community center,"c(-71.109228, 42.306584)",-71.109228,42.306584,75,validation
955,Jamaica Plain Regional Office,Community Spaces,checked,google_api,Jamaica Plain,ChIJ6bS0cm5544kRmlxHVgoIjr4,city hall,"c(-71.11454, 42.313238)",-71.11454,42.313238,83,validation
956,"Jamaica Plain Skatepark
",Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1056323, 42.3138818)",-71.1056323,42.3138818,84,validation
957,"Jamaica Plain Spanish SDA Church
",Places of Worship,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1103033, 42.3099082)",-71.1103033,42.3099082,75,validation
958,Jamaica Pond Park,Parks,checked,google_api,Jamaica Plain,ChIJkV4xslt544kRtevNNhRpSvU,park,"c(-71.117487, 42.315876)",-71.117487,42.315876,83,validation
959,"Jamaica Pond parkrun
",Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1173655, 42.3201871)",-71.1173655,42.3201871,83,validation
960,James H Roberts Playground,Parks,new,humancoding_fall,Allston,NA,NA,"c(-71.1251243, 42.3596332)",-71.1251243,42.3596332,158,boston
961,James P. Kelleher Rose Garden,Parks,"new, visited",humancoding_fall,Fenway,NA,NA,"c(-71.0949218, 42.3419564)",-71.0949218,42.3419564,124,validation
962,James R. O’Connor Stadium,Parks,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1654625, 42.2778369)",-71.1654625,42.2778369,21,boston
964,Jardin De La Amistad Community Garden,Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0754549, 42.3257878)",-71.0754549,42.3257878,109,validation
965,"JCC Early Learning Center, Brookline/Brighton",Community Spaces,new,humancoding_fall,Brighton,NA,NA,"c(-71.1499606, 42.337968)",-71.1499606,42.337968,105,boston
966,Jeep Jones Park,Parks,"new, visited",humancoding_fall,Roxbury,NA,NA,"c(-71.09203879, 42.33087382)",-71.09203879,42.33087382,107,validation
967,Jefferson Playground,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.108484, 42.3260912)",-71.108484,42.3260912,94,validation
968,Jeffries Point Neighborhood Association,Community Spaces,new,humancoding_fall,East Boston,NA,NA,"c(-71.0334336, 42.3658953)",-71.0334336,42.3658953,186,excluded_boston
969,Jehovah Witnesses,Places of Worship,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1277223, 42.2555789)",-71.1277223,42.2555789,17,boston
970,Jenney Plaza,Parks,new,humancoding_fall,Downtown,NA,NA,"c(-71.0533374, 42.3587105)",-71.0533374,42.3587105,175,validation
971,Jim Rice Field at Ramsay Park,Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0808288, 42.3337555)",-71.0808288,42.3337555,125,validation
972,Jim Roche Community Arena,Parks,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1732142, 42.276734)",-71.1732142,42.276734,21,boston
973,Jimmies Cafe,Social Businesses,checked,google_api,Roslindale,ChIJK5IPWMx-44kRlbzW8LpnWuE,cafe,"c(-71.129205, 42.285933)",-71.129205,42.285933,44,boston
974,Joe Ciampa Garden,Parks,new,humancoding_fall,East Boston,NA,NA,"c(-71.0364712, 42.3658773)",-71.0364712,42.3658773,185,boston
975,Joe Moakley Park,Parks,checked,google_api,South Boston,ChIJ88PHH_Z644kRdcWoyyCvMsU,park,"c(-71.049871, 42.325682)",-71.049871,42.325682,111,validation
976,Joe Moakley Park Tennis Courts,Parks,new,humancoding_fall,South Boston,NA,NA,"c(-71.0505362, 42.3281159)",-71.0505362,42.3281159,128,validation
977,Joe's 320 Cafe,Social Businesses,checked,google_api,West Roxbury,ChIJd-NTeGx_44kRiHjNPGqoiJ4,cafe,"c(-71.172171, 42.271716)",-71.172171,42.271716,21,boston
978,John Eliot Square,Parks,"checked, visited",google_api,Roxbury,ChIJxXo2-yV644kRuZfY8OjMTBg,square,"c(-71.09081, 42.329969)",-71.09081,42.329969,107,validation
979,John F. Kennedy Presidential Library and Museum,Community Spaces,checked,google_api,Dorchester,ChIJSQcpaOR644kRJF6XrwoOG5E,library,"c(-71.034215, 42.316274)",-71.034215,42.316274,112,excluded_validation
980,John Joseph Hickey Courts,Parks,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1338882, 42.2542381)",-71.1338882,42.2542381,10,boston
981,John Joseph Moakley Law Library,Community Spaces,checked,google_api,Downtown,ChIJB_h0TYNw44kRveq6HAAJpP8,library,"c(-71.061012, 42.356879)",-71.061012,42.356879,175,validation
982,John P Holland Community Council,Community Spaces,checked,google_api,Dorchester,ChIJpckVi8d744kRQQqzCD1CZN4,community center,"c(-71.073808, 42.306174)",-71.073808,42.306174,86,validation
984,John's Barber Shop,Social Businesses,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0856764, 42.3007594)",-71.0856764,42.3007594,77,validation
985,Johnson Park,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1079238, 42.3113035)",-71.1079238,42.3113035,75,validation
986,Joi Salon,Social Businesses,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.0508361, 42.3639829)",-71.0508361,42.3639829,184,validation
987,Joseph Finnegan Park,Parks,checked,google_api,Dorchester,ChIJrbBVfXJ744kROUEbYeq-udA,park,"c(-71.038618, 42.289536)",-71.038618,42.289536,72,excluded_validation
988,Joseph P. Healey Library,Community Spaces,checked,google_api,Dorchester,ChIJZ5jQHf1644kRSl-DdxvtCOA,library,"c(-71.039709, 42.313461)",-71.039709,42.313461,100,excluded_validation
989,Josephine A. Fiorentino Community Center,Community Spaces,checked,google_api,Brighton,ChIJUR2AmNZ544kRhyki8pbDls0,community center,"c(-71.138327, 42.362307)",-71.138327,42.362307,157,boston
990,Joslin Park,Parks,checked,google_api,Longwood,ChIJj-BT_9Z544kRSIrokLhW6zw,park,"c(-71.1084338, 42.3382199)",-71.1084338,42.3382199,123,validation
991,Joy & Gladness Pentecostal Church,Places of Worship,checked,google_api,Dorchester,ChIJjTJAN-p744kRR8Jy44j1mIw,place of worship,"c(-71.078328, 42.296911)",-71.078328,42.296911,68,validation
992,Joyce Playground,Parks,checked,google_api,Brighton,ChIJGyUBC5p544kRysvzNwxDWkk,park,"c(-71.151438, 42.345337)",-71.151438,42.345337,104,boston
995,Jubilee Christian Church,Places of Worship,checked,google_api,Mattapan,ChIJUYyJSAN844kRDDldVu1jwi0,place of worship,"c(-71.092466, 42.273262)",-71.092466,42.273262,36,boston
996,Jubilee Christian Fellowship,Places of Worship,"new, visited",humancoding_fall,Dorchester,NA,NA,"c(-71.0702314, 42.2941815)",-71.0702314,42.2941815,69,validation
997,Julian Judson Gayland Playground,Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0753898, 42.3197063)",-71.0753898,42.3197063,97,validation
998,"Julian Judson, Dean Community Garden",Community Spaces,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0748248, 42.3194207)",-71.0748248,42.3194207,97,validation
999,Justice Edward O. Gourdin Veterans Memorial Park,Parks,checked,google_api,Roxbury,ChIJnV4O9i9644kR5jV9xkAn2_U,park,"c(-71.08651, 42.328582)",-71.08651,42.328582,108,validation
1000,Justine Mee Liff Park,Parks,checked,google_api,Fenway,ChIJ7eB50fR544kRV2hF4JQ4-6E,park,"c(-71.103381, 42.343246)",-71.103381,42.343246,123,validation
1001,K-Beauty,Social Businesses,new,humancoding_fall,Downtown,NA,NA,"c(-71.0605659, 42.3526912)",-71.0605659,42.3526912,163,validation
1004,Kay's Beauty Salon,Social Businesses,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0910434, 42.2863192)",-71.0910434,42.2863192,58,boston
1005,Kelley Square Pub,Social Businesses,checked,google_api,East Boston,ChIJkXA8bkVw44kRDg_40pnFqXU,square,"c(-71.035773, 42.376138)",-71.035773,42.376138,196,boston
1006,Kelly Field,Parks,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1372756, 42.247509)",-71.1372756,42.247509,9,boston
1007,Kelly's Beauty,Social Businesses,new,humancoding_fall,Downtown,NA,NA,"c(-71.0590471, 42.3552461)",-71.0590471,42.3552461,163,validation
1008,Ken's Hair & Beauty Salon,Social Businesses,new,humancoding_fall,Chinatown,NA,NA,"c(-71.0603495, 42.3517375)",-71.0603495,42.3517375,163,validation
1010,Kevin W. Fitzgerald Park,Parks,checked,google_api,Mission Hill,ChIJt7J-TI9544kR1c9GQC9n6jE,park,"c(-71.102888, 42.332316)",-71.102888,42.332316,106,validation
1011,Khoury Park and Rocks,Parks,"new, visited",humancoding_fall,Fenway,NA,NA,"c(-71.0925293, 42.3382448)",-71.0925293,42.3382448,124,validation
1012,Kids Fountain,Parks,checked,google_api,Beacon Hill,ChIJCaAelIhx44kR8U9Tgh0wJQ8,fountain,"c(-71.069435, 42.355965)",-71.069435,42.355965,162,validation
1013,King's Chapel,Places of Worship,new,humancoding_fall,Downtown,NA,NA,"c(-71.0601613, 42.3580265)",-71.0601613,42.3580265,175,validation
1015,"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.107703, 42.3143896)",-71.107703,42.3143896,84,validation
1016,"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0751532, 42.3001692)",-71.0751532,42.3001692,78,validation
1017,"Kingdom Hall of Jehovah's Witnesses
",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0586479, 42.2966127)",-71.0586479,42.2966127,79,validation
1018,Kings Chapel Burying Ground,Parks,new,humancoding_fall,Downtown,NA,NA,"c(-71.0599317, 42.358317)",-71.0599317,42.358317,175,validation
1019,Kings Street Playground,Parks,"new, visited",humancoding_fall,Roxbury,NA,NA,"c(-71.09280288, 42.33027697)",-71.09280288,42.33027697,107,validation
1020,Kit Clark Senior Center,Community Spaces,"new, visited",humancoding_fall,Dorchester,NA,NA,"c(-71.07141696, 42.28920348)",-71.07141696,42.28920348,69,validation
1021,Kittredge Park,Parks,"checked, visited",google_api,Roxbury,ChIJRxF0vtR744kR1T36DBhIYZk,park,"c(-71.092915, 42.328082)",-71.092915,42.328082,107,validation
1022,Knights of Columbus Mount Pleasant Council 98,Places of Worship,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1583956, 42.2597661)",-71.1583956,42.2597661,15,boston
1023,Knowledge & Libraryservices,Community Spaces,checked,google_api,Allston,ChIJvQ1gf19344kRwwpHofxQdKY,library,"c(-71.118296, 42.36277)",-71.118296,42.36277,158,boston
1024,Knowles Hair Salon,Social Businesses,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0784592, 42.2873041)",-71.0784592,42.2873041,59,validation
1025,Kohi Coffee Company,Social Businesses,checked,google_api,Brighton,ChIJm1wvfc1544kR6msotpKfPc4,cafe,"c(-71.142842, 42.356738)",-71.142842,42.356738,139,boston
1027,Kollel of Greater Boston,Places of Worship,new,humancoding_fall,Brighton,NA,NA,"c(-71.1450278, 42.3414825)",-71.1450278,42.3414825,105,boston
1028,Kopiagorod cemetary,Places of Worship,checked,google_api,West Roxbury,ChIJnfAKREx_44kRNC-OvdAEm-8,place of worship,"c(-71.176423, 42.293161)",-71.176423,42.293161,40,boston
1029,Krasker Memorial Film-Vid Library,Community Spaces,checked,google_api,Fenway,ChIJgaQEEPB544kR3Nd5NLTzHVM,library,"c(-71.108227, 42.350723)",-71.108227,42.350723,141,boston
1030,Krentzman Quandrangle,Parks,"new, visited",humancoding_fall,Fenway,NA,NA,"c(-71.0882914, 42.340109)",-71.0882914,42.340109,124,validation
1031,Kung Fu Tea,Social Businesses,checked,google_api,Brighton,ChIJdbLqtlN444kRqCuF_X4CaJg,cafe,"c(-71.149079, 42.336586)",-71.149079,42.336586,105,boston
1032,Kung Fu Tea,Social Businesses,new,humancoding_fall,Back Bay,NA,NA,"c(-71.084344, 42.3427521)",-71.084344,42.3427521,144,validation
1033,L'eglise Baptiste Haitienne Du Bon Berger,Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0532436, 42.2887588)",-71.0532436,42.2887588,71,validation
1034,La Magia Barber Shop,Social Businesses,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1197673, 42.2944867)",-71.1197673,42.2944867,55,boston
1035,La Sultana Bakery,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0391772, 42.3700726)",-71.0391772,42.3700726,196,boston
1036,Lachapelle Barbershop,Social Businesses,new,humancoding_fall,Roslindale,NA,NA,"c(-71.1290296, 42.2866549)",-71.1290296,42.2866549,44,boston
1037,Laconia Gallery,Other,new,humancoding_fall,South End,NA,NA,"c(-71.066593, 42.3429165)",-71.066593,42.3429165,145,validation
1038,Lago Playground,Parks,"new, visited",humancoding_fall,South Boston,NA,NA,"c(-71.0239461, 42.3336151)",-71.0239461,42.3336151,148,validation
1039,Lambert Avenue Playground,Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0906676, 42.3272223)",-71.0906676,42.3272223,108,validation
1040,Lamontagne Gallery,Other,new,humancoding_fall,South End,NA,NA,"c(-71.0652737, 42.3426327)",-71.0652737,42.3426327,145,validation
1042,Langone Park,Parks,"checked, visited",google_api,North End,ChIJ6diygIxw44kR92MflcNEOrk,park,"c(-71.056154, 42.368762)",-71.056154,42.368762,184,validation
1043,Langone Park Basketball Court,Parks,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.054835, 42.3689047)",-71.054835,42.3689047,184,validation
1044,Laviscount Park,Parks,checked,google_api,Roxbury,ChIJ-8WlCKp744kRY_hQjh0Sfyw,park,"c(-71.086222, 42.316664)",-71.086222,42.316664,96,validation
1046,Lawn Street Garden,Parks,new,humancoding_fall,Mission Hill,NA,NA,"c(-71.1059833, 42.3273039)",-71.1059833,42.3273039,94,validation
1047,Lawndale Terrace Garden Park,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1057771, 42.3141714)",-71.1057771,42.3141714,84,validation
1048,"Lawndale Terrace Garden Park Tennis Courts
",Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1059595, 42.3145244)",-71.1059595,42.3145244,84,validation
1049,Laz parking,Parks,checked,google_api,Back Bay,ChIJ__8_rQx644kRMQad7vbpdO4,park,"c(-71.07364, 42.349681)",-71.07364,42.349681,162,validation
1050,Laz Parking Ltd,Parks,checked,google_api,Beacon Hill,ChIJgatK2phw44kRZ4Sw6L2v1VU,park,"c(-71.071042, 42.360002)",-71.071042,42.360002,174,validation
1051,Le Gala Hair Group,Social Businesses,new,humancoding_fall,Downtown,NA,NA,"c(-71.0604908, 42.3526972)",-71.0604908,42.3526972,163,validation
1052,Le Phare SDA Church,Places of Worship,checked,google_api,Hyde Park,ChIJd2ck0pB-44kRF9e1Q4-aENU,place of worship,"c(-71.111551, 42.26127)",-71.111551,42.26127,26,boston
1053,Leahy Holloran Community Center,Community Spaces,checked,google_api,Dorchester,ChIJh3clTnV744kRM-FD-RXDA2g,community center,"c(-71.04951, 42.294402)",-71.04951,42.294402,80,validation
1054,Leather District Park,Parks,checked,google_api,Downtown,ChIJWQZXDIJw44kRhVKtyhFNX6A,park,"c(-71.057112, 42.352501)",-71.057112,42.352501,163,validation
1055,Lederman Park,Parks,new,humancoding_fall,West End,NA,NA,"c(-71.0709286, 42.3642356)",-71.0709286,42.3642356,174,validation
1056,Leland St Cooperative Garden,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1120623, 42.296758)",-71.1120623,42.296758,66,validation
1058,Leyland Street Garden,Parks,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0706727, 42.3209597)",-71.0706727,42.3209597,97,validation
1060,Library Park,Parks,new,humancoding_fall,Allston,NA,NA,"c(-71.1273875, 42.3605877)",-71.1273875,42.3605877,158,boston
1061,"Life Center of Boston
",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0766491, 42.3014524)",-71.0766491,42.3014524,77,validation
1062,Life Church Boston,Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0669153, 42.2919892)",-71.0669153,42.2919892,69,validation
1063,Life Church Ministries,Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0634904, 42.2933815)",-71.0634904,42.2933815,70,validation
1064,Life in Abundance Deliverance Ministries,Places of Worship,checked,google_api,Dorchester,ChIJEwMfZq9744kRBM3PKmhCvTI,place of worship,"c(-71.056509, 42.306237)",-71.056509,42.306237,88,validation
1065,Light Of The World Empowerment Center,Places of Worship,checked,google_api,Dorchester,ChIJDQN8_8B744kRGogWHtIrioQ,place of worship,"c(-71.076116, 42.300827)",-71.076116,42.300827,77,validation
1066,Lily Beauty Salon,Social Businesses,new,humancoding_fall,Chinatown,NA,NA,"c(-71.060694, 42.3506524)",-71.060694,42.3506524,163,validation
1067,Lily of the Valley Baptist,Places of Worship,new,humancoding_fall,Mattapan,NA,NA,"c(-71.092104, 42.2814222)",-71.092104,42.2814222,47,boston
1068,LimeRed Teahouse,Social Businesses,checked,google_api,Allston,ChIJlXWSAcN544kRUhTB5bRt_W0,cafe,"c(-71.12413, 42.35184)",-71.12413,42.35184,140,boston
1069,Lincoln Square,Parks,checked,google_api,Downtown,ChIJEzG6vW1744kR5hICnVtT-Jk,square,"c(-71.06799, 42.351588)",-71.06799,42.351588,162,validation
1070,Lincoln Square ,Parks,"new, visited",humancoding_fall,South Boston,NA,NA,"c(-71.0338561, 42.3346739)",-71.0338561,42.3346739,148,validation
1071,Linwood Park,Parks,checked,google_api,Roxbury,ChIJPUrEc3F744kRN_8FUe1oNQk,park,"c(-71.094899, 42.328547)",-71.094899,42.328547,107,validation
1072,Lion of Judah,Places of Worship,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0761439, 42.3346741)",-71.0761439,42.3346741,125,validation
1075,Little Free Library,Community Spaces,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.115885, 42.3151181)",-71.115885,42.3151181,83,validation
1076,Little Free Library,Community Spaces,checked,google_api,Downtown,ChIJ3Wj3rYhw44kR1sF3KTHMdtw,library,"c(-71.055398, 42.361919)",-71.055398,42.361919,175,validation
1077,"Little Zion Church Of God In Christ
",Places of Worship,new,humancoding_fall,Roxbury,NA,NA,"c(-71.074938, 42.3136241)",-71.074938,42.3136241,86,validation
1078,Living Water Ministry,Places of Worship,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1441022, 42.2507626)",-71.1441022,42.2507626,9,boston
1082,Lolly's Bakery,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0333133, 42.3770798)",-71.0333133,42.3770798,196,boston
1083,Lombardi Memorial Park,Parks,new,humancoding_fall,East Boston,NA,NA,"c(-71.0408236, 42.3707479)",-71.0408236,42.3707479,196,boston
1084,LongWave Salon,Social Businesses,new,humancoding_fall,Chinatown,NA,NA,"c(-71.0615234, 42.3491221)",-71.0615234,42.3491221,163,validation
1085,Lopez Comnelio,Places of Worship,checked,google_api,Roxbury,ChIJKQqtgTx644kRyWy30iiUasQ,place of worship,"c(-71.0827718, 42.3327001)",-71.0827718,42.3327001,108,validation
1086,LoPresti Park,Parks,checked,google_api,East Boston,ChIJYZCJ4l1w44kRJepl5BZnZpQ,park,"c(-71.043648, 42.370166)",-71.043648,42.370166,185,boston
1087,Lord's & Lady's Hair Salon,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1501618, 42.286869)",-71.1501618,42.286869,42,boston
1088,Los Primos Barber Shop Unisex,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0391916, 42.3736996)",-71.0391916,42.3736996,196,boston
1089,Louisburg Square,Parks,checked,google_api,Beacon Hill,ChIJcZ4nt55w44kRIu5iESscuDA,square,"c(-71.068753, 42.358356)",-71.068753,42.358356,174,validation
1090,Lovely Nails,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1586924, 42.259546)",-71.1586924,42.259546,15,boston
1091,Lower Mills Branch of the Boston Public Library,Community Spaces,checked,google_api,Mattapan,ChIJHfXID3R844kRSpJINkFWraY,library,"c(-71.068484, 42.273495)",-71.068484,42.273495,49,validation
1092,Lower Neponset River Trail,Parks,checked,google_api,Mattapan,ChIJe4ERjBp844kRVrtP8kBx3v4,park,"c(-71.086615, 42.269535)",-71.086615,42.269535,37,boston
1093,Lt. Jeremiah W. Sullivan Square,Parks,new,humancoding_fall,South End,NA,NA,"c(-71.0693467, 42.345219)",-71.0693467,42.345219,145,validation
1094,Lucerne/Balsam Street Garden,Community Spaces,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0877564, 42.2869102)",-71.0877564,42.2869102,58,boston
1096,Lucky Cafe,Social Businesses,checked,google_api,Dorchester,ChIJPR9266x744kR-9XPZEQ-cMw,cafe,"c(-71.057474, 42.312736)",-71.057474,42.312736,98,validation
1097,Lucy Parsons Center,Social Businesses,checked,google_api,Jamaica Plain,ChIJP-VdthZ644kRVM7xFjAUHBE,bookstore,"c(-71.107654, 42.322241)",-71.107654,42.322241,94,validation
1098,Luu & Nails,Social Businesses,checked,google_api,Hyde Park,ChIJ4d8Lxox-44kR--_MCeEbLlc,square,"c(-71.120671, 42.255261)",-71.120671,42.255261,17,boston
1099,Lux Beauty Box,Social Businesses,"new, visited",humancoding_fall,Dorchester,NA,NA,"c(-71.07221223, 42.29497273)",-71.07221223,42.29497273,69,validation
1100,Luxie Nail Spa,Social Businesses,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.0557291, 42.3637044)",-71.0557291,42.3637044,184,validation
1101,Lydon Community Garden,Parks,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0600395, 42.2887166)",-71.0600395,42.2887166,70,validation
1102,M&J Teriyaki Boba Tea,Social Businesses,"new, visited",humancoding_fall,Fenway,NA,NA,"c(-71.0965959, 42.342356)",-71.0965959,42.342356,124,validation
1103,M&S Garden,Parks,new,humancoding_fall,Fenway,NA,NA,"c(-71.0929018, 42.3462781)",-71.0929018,42.3462781,143,validation
1105,"Ma Siss's Place
",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0713718, 42.3119761)",-71.0713718,42.3119761,86,validation
1106,Macedonia Missionary Baptist Church,Places of Worship,checked,google_api,Dorchester,ChIJv9BNR_J744kRibpSNAyzLV8,place of worship,"c(-71.078045, 42.287725)",-71.078045,42.287725,59,validation
1107,Madhouse Cafe,Social Businesses,checked,google_api,Roxbury,ChIJh_06nRR744kRsp63pr8o5XQ,cafe,"c(-71.075451, 42.324257)",-71.075451,42.324257,109,validation
1108,Madonna Del Soccorso Society Church,Places of Worship,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.052066, 42.3635456)",-71.052066,42.3635456,184,validation
1109,Madonna Queen of the Universe Shrine,Places of Worship,new,humancoding_fall,East Boston,NA,NA,"c(-71.0056777, 42.3902705)",-71.0056777,42.3902705,226,boston
1110,Magazine Street Community Garden,Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0730517, 42.3256555)",-71.0730517,42.3256555,109,validation
