id,name,type,status,source,neighborhood,google_id,search,geometry,x,y,cell_id,zone
1,"""Adams Corner Café And Butcher""",Social Businesses,checked,google_api,Dorchester,ChIJH7jDgYR744kROOOa9Fm1uC0,cafe,"c(-71.055554, 42.28306)",-71.055554,42.28306,61,validation
3,[FoMu],Social Businesses,checked,google_api,Jamaica Plain,ChIJi1yMHW5544kRzXEObpdoVKU,cafe,"c(-71.114235, 42.314309)",-71.114235,42.314309,83,validation
4,10 Josephine Street Garden,Parks,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0655684, 42.3006327)",-71.0655684,42.3006327,78,validation
5,10 Post Office Square,Parks,checked,google_api,Downtown,ChIJPwxvHYRw44kRIjhtlgjat6o,square,"c(-71.05589, 42.357184)",-71.05589,42.357184,175,validation
8,21 Worcester Square,Parks,checked,google_api,South End,ChIJAUxASf5744kRi8graGAEgdE,square,"c(-71.0746617, 42.3365571)",-71.0746617,42.3365571,125,validation
9,"29 Josephine Street Garden
",Parks,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0641164, 42.3005093)",-71.0641164,42.3005093,78,validation
12,8090书店,Social Businesses,checked,google_api,Chinatown,ChIJc4RtRVR744kRNUXLAs1DGhc,bookstore,"c(-71.059875, 42.351692)",-71.059875,42.351692,163,validation
14,ABCD Parker Hill,Community Spaces,"new, visited",humancoding_fall,Mission Hill,NA,NA,"c(-71.09722719, 42.33123619)",-71.09722719,42.33123619,107,validation
17,Action Center,Community Spaces,checked,google_api,South Boston,ChIJTVaJhIl644kRvcqbNFWtXsw,community center,"c(-71.047225, 42.336739)",-71.047225,42.336739,146,validation
18,Adams Park,Parks,checked,google_api,Roslindale,ChIJh8eIksx-44kR5ymBUPIa55c,park,"c(-71.12844, 42.286534)",-71.12844,42.286534,44,boston
19,Adams Street Branch of the Boston Public Library,Community Spaces,checked,google_api,Dorchester,ChIJd1-PlZx744kR0dxsWOI9HSE,library,"c(-71.054475, 42.286328)",-71.054475,42.286328,70,validation
20,Adams-King Playground,Parks,checked,google_api,Dorchester,ChIJJQIDxJh744kRiOhx1PjejOs,park,"c(-71.056927, 42.29349)",-71.056927,42.29349,70,validation
21,Adath-Jeshurun Cemetery Associates,Places of Worship,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1558686, 42.2593589)",-71.1558686,42.2593589,15,boston
22,Advantage Hair Salon,Social Businesses,new,humancoding_fall,Downtown,NA,NA,"c(-71.0542727, 42.3548958)",-71.0542727,42.3548958,175,validation
24,Afrimerican Academy,Community Spaces,new,humancoding_fall,Roslindale,NA,NA,"c(-71.1204583, 42.2725222)",-71.1204583,42.2725222,34,boston
25,Al Festa Little League Field,Parks,new,humancoding_fall,East Boston,NA,NA,"c(-71.0198105, 42.3805875)",-71.0198105,42.3805875,208,boston
26,Alanna Nails,Social Businesses,new,humancoding_fall,Mattapan,NA,NA,"c(-71.0936964, 42.2777533)",-71.0936964,42.2777533,47,boston
27,Alex's babershop salon,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0153511, 42.3839272)",-71.0153511,42.3839272,218,boston
28,Alexander the Great Park,Parks,checked,google_api,Roslindale,ChIJ6c3tEc1-44kRB0r9c0LmgvU,park,"c(-71.131055, 42.286932)",-71.131055,42.286932,44,boston
29,Alexandra Beauty Spa,Social Businesses,new,humancoding_fall,Roslindale,NA,NA,"c(-71.1290473, 42.2863557)",-71.1290473,42.2863557,44,boston
30,Alfond Memorial Spray Deck,Parks,new,humancoding_fall,West End,NA,NA,"c(-71.0700132, 42.3652031)",-71.0700132,42.3652031,174,validation
31,Alfred L. Bertulli Park,Parks,checked,google_api,East Boston,ChIJ8wq72w9x44kRXPuY48DohI4,park,"c(-71.039467, 42.374891)",-71.039467,42.374891,196,boston
33,Allan Crite Community Garden,Parks,"new, visited",humancoding_fall,Roxbury,NA,NA,"c(-71.0937031, 42.3272325)",-71.0937031,42.3272325,107,validation
35,Allandale Woods,Parks,checked,google_api,West Roxbury,ChIJawGgPi9544kRAz4DL1lYPLA,park,"c(-71.138559, 42.297975)",-71.138559,42.297975,54,boston
36,Allen Park,Parks,checked,google_api,Dorchester,ChIJyTOlQQd744kRIaSlSeFegZA,park,"c(-71.06312, 42.308142)",-71.06312,42.308142,87,validation
37,Allston Brighton Islamic Center,Places of Worship,new,humancoding_fall,Allston,NA,NA,"c(-71.1378989, 42.3541631)",-71.1378989,42.3541631,139,boston
38,Allston Congregational Church,Places of Worship,new,humancoding_fall,Allston,NA,NA,"c(-71.1344473, 42.351721)",-71.1344473,42.351721,140,boston
39,Allston Hispanic Seventh-Day Adventist Church,Places of Worship,new,humancoding_fall,Allston,NA,NA,"c(-71.1292658, 42.3605197)",-71.1292658,42.3605197,158,boston
40,Alpine Street Park,Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0867401, 42.3249362)",-71.0867401,42.3249362,96,validation
41,"Alrowda Mosque
",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0797242, 42.3124059)",-71.0797242,42.3124059,86,validation
42,Alumni Medical Library,Community Spaces,checked,google_api,South End,ChIJwelwpmp644kRWMhGMO4KFyQ,library,"c(-71.072408, 42.336401)",-71.072408,42.336401,126,validation
43,Alvah Kitridge Park,Parks,"new, visited",humancoding_fall,Roxbury,NA,NA,"c(-71.09256819, 42.32805436)",-71.09256819,42.32805436,107,validation
44,Amaci Salon,Social Businesses,new,humancoding_fall,Bay Village,NA,NA,"c(-71.0688721, 42.3503364)",-71.0688721,42.3503364,162,validation
45,Amalie's Fountain,Parks,checked,google_api,Downtown,ChIJVTRUyYdw44kRjKKc-75WROU,fountain,"c(-71.052364, 42.359915)",-71.052364,42.359915,175,validation
46,Amatucci Playground,Parks,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1264233, 42.2488595)",-71.1264233,42.2488595,10,boston
47,American Buddhist Shim Gum Do Association,Places of Worship,new,humancoding_fall,Brighton,NA,NA,"c(-71.1553058, 42.3411201)",-71.1553058,42.3411201,104,boston
49,American Legion Playground,Parks,checked,google_api,East Boston,ChIJhaJdtktw44kR9jT4MbAfH1U,park,"c(-71.0295, 42.381942)",-71.0295,42.381942,207,boston
50,Americano Espresso Bar,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0389213, 42.3738342)",-71.0389213,42.3738342,196,boston
51,Anchor Church Boston,Places of Worship,checked,google_api,Back Bay,ChIJKX7WARd644kR3R7WqDrMEsU,place of worship,"c(-71.07118, 42.352045)",-71.07118,42.352045,162,validation
52,Andalus Pizza & Cafe,Social Businesses,checked,google_api,Brighton,ChIJP9fsHE1444kRIkFw6_jdW5s,cafe,"c(-71.146934, 42.341075)",-71.146934,42.341075,105,boston
53,Andrew Square House of Pizza,Social Businesses,checked,google_api,South Boston,ChIJOcPfOlx644kReb0LVj5nnMI,square,"c(-71.056524, 42.330011)",-71.056524,42.330011,127,validation
55,Angela's Cafe Eagle Hill,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0349651, 42.3785257)",-71.0349651,42.3785257,207,boston
56,Anna M. Cole Community Center,Community Spaces,checked,google_api,Jamaica Plain,ChIJ7zix5YB544kReC4NJulIRDs,community center,"c(-71.099685, 42.324527)",-71.099685,42.324527,95,validation
57,Anna's Cafe,Social Businesses,new,humancoding_fall,Charlestown,NA,NA,"c(-71.0615942, 42.3812643)",-71.0615942,42.3812643,194,boston
58,Anna's Hand Cut Donuts Inc,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1581274, 42.2800781)",-71.1581274,42.2800781,31,boston
59,Annunciation Greek Orthodox Cathedral of New England,Places of Worship,"new, visited",humancoding_fall,Mission Hill,NA,NA,"c(-71.0934349, 42.3365756)",-71.0934349,42.3365756,124,validation
60,Anointed Baptist Church,Places of Worship,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1209707, 42.2622969)",-71.1209707,42.2622969,25,boston
61,Anointed Fire Deliverance,Places of Worship,checked,google_api,Dorchester,ChIJU0sUk4x744kRCHpuoZfbDn4,place of worship,"c(-71.071726, 42.284445)",-71.071726,42.284445,59,validation
62,Antioch Community Church Brighton,Places of Worship,new,humancoding_fall,Brighton,NA,NA,"c(-71.161252, 42.345952)",-71.161252,42.345952,104,boston
63,Antioch Missionary Baptist Church,Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0900335, 42.2874236)",-71.0900335,42.2874236,58,boston
65,Apostolic Church Ghana,Places of Worship,checked,google_api,Back Bay,ChIJfxR0kmJX5okRGfiTHtKRJsI,place of worship,"c(-71.0779238, 42.3501676)",-71.0779238,42.3501676,162,validation
66,Apple Salon,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.165043, 42.2768265)",-71.165043,42.2768265,22,boston
68,Arabic Jumaa Mosque,Places of Worship,new,humancoding_fall,Allston,NA,NA,"c(-71.1342577, 42.3517822)",-71.1342577,42.3517822,140,boston
69,Archdale Community Center,Community Spaces,checked,google_api,Roslindale,ChIJlyyD6El544kRqDQ6aS65S3I,community center,"c(-71.120329, 42.292595)",-71.120329,42.292595,55,boston
70,Arcola Street Community Park,Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1086333, 42.3244642)",-71.1086333,42.3244642,94,validation
71,"Arnold Arboretum - Bradley Rosaceous Collection
",Parks,"new, visited",humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1191028, 42.3020666)",-71.1191028,42.3020666,65,validation
72,"Arnold Arboretum - Leventritt Vine and Shrub Garden
",Parks,"new, visited",humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1239947, 42.3040182)",-71.1239947,42.3040182,65,validation
73,Arnold Arboretum of Harvard University,Parks,"new, visited",humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1203853, 42.307173)",-71.1203853,42.307173,74,validation
74,Ars Libri Ltd,Social Businesses,checked,google_api,South End,ChIJJb1XRW5644kRBqEDvlcEfRE,bookstore,"c(-71.065805, 42.342114)",-71.065805,42.342114,145,validation
75,Artesani Playground Wading Pool and Spray Deck,Parks,new,humancoding_fall,Brighton,NA,NA,"c(-71.137841, 42.3643243)",-71.137841,42.3643243,157,boston
76,Asamblea Cristiana,Places of Worship,checked,google_api,Roxbury,ChIJZR_Pakp644kRylMrCjFStqE,place of worship,"c(-71.071944, 42.32)",-71.071944,42.32,97,validation
77,Asia Nails & Spa,Social Businesses,new,humancoding_fall,Roslindale,NA,NA,"c(-71.1182048, 42.2797423)",-71.1182048,42.2797423,45,boston
78,Asian Community Development Corporation,Community Spaces,new,humancoding_fall,Chinatown,NA,NA,"c(-71.06296, 42.3484565)",-71.06296,42.3484565,163,validation
79,Assembly of Christians Church,Places of Worship,new,humancoding_fall,East Boston,NA,NA,"c(-71.034484, 42.377488)",-71.034484,42.377488,207,boston
80,Athan's Bakery - Brighton,Social Businesses,new,humancoding_fall,Brighton,NA,NA,"c(-71.1552026, 42.3492773)",-71.1552026,42.3492773,120,boston
81,Athletic Fields,Parks,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1593345, 42.2778562)",-71.1593345,42.2778562,31,boston
83,Au Beurre Chaud Bakery,Social Businesses,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1024929, 42.2637754)",-71.1024929,42.2637754,27,boston
84,Audrey Jacobs Memorial Community Garden,Parks,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0736351, 42.302125)",-71.0736351,42.302125,78,validation
85,Ausocia Plaza,Parks,new,humancoding_fall,North End,NA,NA,"c(-71.0523113, 42.3620237)",-71.0523113,42.3620237,175,validation
86,Avanti Hair Fashions,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0305187, 42.3771719)",-71.0305187,42.3771719,207,boston
88,Awesome Nails Skin,Social Businesses,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0910121, 42.2848447)",-71.0910121,42.2848447,58,boston
89,B C Baking Co,Social Businesses,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1367883, 42.2404057)",-71.1367883,42.2404057,5,boston
90,B'Glam Studio,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1563369, 42.295409)",-71.1563369,42.295409,53,boston
91,Bagheera Fountain,Parks,checked,google_api,Beacon Hill,ChIJCwmxinV644kR2NUq7CHrJac,fountain,"c(-71.069122, 42.354134)",-71.069122,42.354134,162,validation
92,Bahai Centre,Places of Worship,checked,google_api,Roxbury,ChIJ1cJicDl644kRsUY8rw7dQ2s,place of worship,"c(-71.0787067, 42.3301419)",-71.0787067,42.3301419,108,validation
93,Bajko Rink,Parks,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1377032, 42.2492528)",-71.1377032,42.2492528,9,boston
94,Baker Library | Bloomberg Center,Community Spaces,checked,google_api,Allston,ChIJjz8cqeF544kRNW9ISZWDI9A,library,"c(-71.122681, 42.366489)",-71.122681,42.366489,158,boston
97,Barbara's Bestsellers,Social Businesses,checked,google_api,Downtown,ChIJNdN-_YFw44kRWx64VbNgWKs,bookstore,"c(-71.054812, 42.351792)",-71.054812,42.351792,163,validation
98,Barnes & Noble,Social Businesses,checked,google_api,Back Bay,ChIJlQwTsw9644kRduc-YM1B-D0,bookstore,"c(-71.081668, 42.346058)",-71.081668,42.346058,144,validation
99,Barnes & Noble Emerson College,Social Businesses,checked,google_api,Downtown,ChIJWxE5R3Z644kRzA68KbBO2KU,bookstore,"c(-71.065576, 42.352321)",-71.065576,42.352321,163,validation
100,Barry Field,Parks,new,humancoding_fall,Charlestown,NA,NA,"c(-71.0538554, 42.3792267)",-71.0538554,42.3792267,195,boston
101,Barry Street Community Garden,Parks,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0685518, 42.3089488)",-71.0685518,42.3089488,87,validation
102,Baseball Park,Parks,"new, visited",humancoding_fall,Dorchester,NA,NA,"c(-71.05213322, 42.30902236)",-71.05213322,42.30902236,88,validation
103,Basketball court,Parks,"new, visited",humancoding_fall,Roxbury,NA,NA,"c(-71.0919439, 42.33057602)",-71.0919439,42.33057602,107,validation
104,Basketball court,Parks,"new, visited",humancoding_fall,Dorchester,NA,NA,"c(-71.06611792, 42.29107156)",-71.06611792,42.29107156,69,validation
105,Basketball court,Parks,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.05724115, 42.36659799)",-71.05724115,42.36659799,184,validation
106,Basketball Court,Parks,new,humancoding_fall,East Boston,NA,NA,"c(-71.0399738, 42.3718662)",-71.0399738,42.3718662,196,boston
107,Bay Village Dog Park,Parks,new,humancoding_fall,Downtown,NA,NA,"c(-71.0664189, 42.3497927)",-71.0664189,42.3497927,163,validation
108,Bay Village Garden,Parks,checked,google_api,Bay Village,ChIJJxfo-XN644kRtoibuP30B_0,garden,"c(-71.068325, 42.349124)",-71.068325,42.349124,163,validation
109,Bay Village Neighborhood Park,Parks,new,humancoding_fall,Bay Village,NA,NA,"c(-71.0667659, 42.3495536)",-71.0667659,42.3495536,163,validation
110,Bayswater Street Park,Parks,checked,google_api,East Boston,ChIJkSwXiCpu44kR-dgQAGozIGs,park,"c(-70.999724, 42.382307)",-70.999724,42.382307,220,excluded_boston
111,BCYF Martin Pino Community Center,Community Spaces,checked,google_api,East Boston,ChIJAbl8F9Fx44kRBYaNS_K2FI0,community center,"c(-71.010833, 42.388889)",-71.010833,42.388889,219,boston
112,BCYF Menino,Community Spaces,checked,google_api,Roslindale,ChIJlyyD6El544kRW_gHkXRb484,community center,"c(-71.120329, 42.292595)",-71.120329,42.292595,55,boston
113,BCYF Mirabella Pool,Parks,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.053576, 42.3685644)",-71.053576,42.3685644,184,validation
114,BCYF Roche Community Center,Community Spaces,checked,google_api,West Roxbury,ChIJ2TgQ4Ct_44kRf4vZniz8Ahc,community center,"c(-71.149314, 42.286946)",-71.149314,42.286946,42,boston
115,Beacon Hill Baptist Church,Places of Worship,new,humancoding_fall,Allston,NA,NA,"c(-71.1286709, 42.3509472)",-71.1286709,42.3509472,140,boston
117,Beauty Nails,Social Businesses,new,humancoding_fall,West Roxbury,NA,NA,"c(-71.1362099, 42.294043)",-71.1362099,42.294043,54,boston
119,"Beecher Street Play Area
",Parks,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.106621, 42.3184307)",-71.106621,42.3184307,84,validation
120,Beka's Church,Places of Worship,checked,google_api,Allston,ChIJkRzOP8R544kR9fcEsla4H0s,place of worship,"c(-71.129005, 42.351188)",-71.129005,42.351188,140,boston
121,Belle Isle Marsh Reservation,Parks,checked,google_api,East Boston,ChIJPyGMcS9u44kRja36dM05hEQ,park,"c(-70.993434, 42.391498)",-70.993434,42.391498,227,excluded_boston
122,Bellevue Hill Park,Parks,checked,google_api,West Roxbury,ChIJ4xu5a99-44kR6P8FhcFMEV8,park,"c(-71.143261, 42.275634)",-71.143261,42.275634,32,boston
123,Bellissimo Nails&Spa,Social Businesses,"new, visited",humancoding_fall,North End,NA,NA,"c(-71.05302706, 42.36481688)",-71.05302706,42.36481688,184,validation
124,Belmont Square,Parks,checked,google_api,East Boston,ChIJY7GeGlZx44kR1R3y859WebI,square,"c(-71.033608, 42.365614)",-71.033608,42.365614,186,excluded_boston
125,Berkeley Community Garden,Parks,checked,google_api,South End,ChIJY6BSCHJ644kRqAu5dx9H7Ho,garden,"c(-71.068441, 42.344635)",-71.068441000000007,42.344635,145,validation
127,Berkeley Perk Cafe,Social Businesses,new,humancoding_fall,South End,NA,NA,"c(-71.0706709, 42.3467823)",-71.0706709,42.3467823,144,validation
129,Berklee College of Music Bookstore,Social Businesses,checked,google_api,Fenway,ChIJpe-sIBt644kR6NGLXHWpf2A,bookstore,"c(-71.088296, 42.34695)",-71.088296,42.34695,143,validation
130,"Bessie Barnes Park
",Parks,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0840814, 42.3360086)",-71.0840814,42.3360086,125,validation
131,Bethany First United Methodist,Places of Worship,checked,google_api,Roslindale,ChIJhX_cs8t-44kRE2PG1Mw3pVk,place of worship,"c(-71.124393, 42.284346)",-71.124393,42.284346,44,boston
132,Bethel AME At Walker Hill,Places of Worship,checked,google_api,Jamaica Plain,ChIJrwXdU09544kR9ira43ZsReI,place of worship,"c(-71.114354, 42.294923)",-71.114354,42.294923,56,boston
133,Bethel AME Church Sanctuary,Places of Worship,new,humancoding_fall,Jamaica Plain,NA,NA,"c(-71.1145518, 42.2944025)",-71.1145518,42.2944025,56,boston
134,Bethel AME Church Sanctuary,Places of Worship,checked,google_api,Jamaica Plain,ChIJJ9a-JWd544kRxdeZcLVmVqY,place of worship,"c(-71.114632, 42.294747)",-71.114632,42.294747,56,boston
135,Bethel Baptist Church,Places of Worship,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0848374, 42.3262849)",-71.0848374,42.3262849,108,validation
136,Bethel Church of God Seventh Day,Places of Worship,checked,google_api,Mattapan,ChIJLYCLDPt744kRIkMsg1aulMQ,place of worship,"c(-71.093939, 42.271278)",-71.093939,42.271278,36,boston
137,"Bethel Highway Church Of Christ Of The Apostolic Faith, Inc.",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0797201, 42.2926547)",-71.0797201,42.2926547,68,validation
138,Bethel Hispanic Seventh-Day Adventist Church,Places of Worship,checked,google_api,Dorchester,ChIJU2WcmdR744kR_M0YZsAo6uI,place of worship,"c(-71.061292, 42.294929)",-71.061292,42.294929,79,validation
139,Bethesda Haitian Baptist Church,Places of Worship,checked,google_api,Hyde Park,ChIJJy_IYI1-44kRhAA9OI6t2w4,place of worship,"c(-71.12093, 42.255259)",-71.12093,42.255259,17,boston
140,Bethesda Healing Temple C.O.G.L.C,Places of Worship,checked,google_api,Dorchester,ChIJs3bRjr9744kRkwdeciUtrJE,place of worship,"c(-71.073149, 42.299429)",-71.073149,42.299429,78,validation
141,Bethlehem Baptist Church,Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0821717, 42.2842889)",-71.0821717,42.2842889,58,boston
142,Bethlehem Baptist Church,Places of Worship,checked,google_api,Dorchester,ChIJLcYJZ_F744kRt5tYKm5KGGo,place of worship,"c(-71.080047, 42.286025)",-71.080047,42.286025,59,validation
143,Bethlehem Healing Temple,Places of Worship,checked,google_api,Dorchester,ChIJq7FvDs9744kRS4AKJnN0deM,place of worship,"c(-71.081863, 42.310289)",-71.081863,42.310289,86,validation
144,Bethlehemsisterhood Church,Places of Worship,checked,google_api,Roxbury,ChIJOzsVy9R744kR61NWz1pDFtg,place of worship,"c(-71.094122, 42.318667)",-71.094122,42.318667,96,validation
145,Betty Powers Library Computer Center,Community Spaces,checked,google_api,Mission Hill,ChIJu8Kb2Y9544kRKwvQl_NHpBk,library,"c(-71.109617, 42.333693)",-71.109617,42.333693,106,validation
146,Beulah Pilgrim Holiness Church,Places of Worship,checked,google_api,Roxbury,ChIJY7eEsc9744kR4lVYeMlvZDM,place of worship,"c(-71.083448, 42.311096)",-71.083448,42.311096,86,validation
147,"Beulah Pilgrim Holiness Church
",Places of Worship,new,humancoding_fall,Roxbury,NA,NA,"c(-71.0830459, 42.3092985)",-71.0830459,42.3092985,86,validation
148,"Bible Baptist Church
",Places of Worship,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0622304, 42.3073663)",-71.0622304,42.3073663,87,validation
149,Biddy Hair Salon,Social Businesses,new,humancoding_fall,East Boston,NA,NA,"c(-71.0390257, 42.3765186)",-71.0390257,42.3765186,196,boston
150,Big Kid Playgroung,Parks,new,humancoding_fall,Back Bay,NA,NA,"c(-71.0869147, 42.3526159)",-71.0869147,42.3526159,161,validation
151,Bill Russell Statue on City Hall Plaza,Community Spaces,checked,google_api,Downtown,ChIJ5woE06Nx44kRtU0vYTST45g,city hall,"c(-71.057848, 42.359742)",-71.057848,42.359742,175,validation
152,Billings Field,Parks,checked,google_api,West Roxbury,ChIJMQltKiV_44kRsbGl5xTCEvw,park,"c(-71.156897, 42.28028)",-71.156897,42.28028,31,boston
153,Binford Street Park,Parks,new,humancoding_fall,South Boston Waterfront,NA,NA,"c(-71.0532671, 42.3476869)",-71.0532671,42.3476869,164,validation
155,Bishop F.J.Wilson Hall,Places of Worship,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1117848, 42.2678371)",-71.1117848,42.2678371,26,boston
156,Black Community Info Center Inc,Community Spaces,checked,google_api,Roxbury,ChIJG8cP2c1744kRaWG71pcYKNY,community center,"c(-71.083464, 42.314102)",-71.083464,42.314102,85,validation
157,Blackbird Doughnuts Brighton,Social Businesses,new,humancoding_fall,Brighton,NA,NA,"c(-71.1377184, 42.3591712)",-71.1377184,42.3591712,139,boston
158,Blackstone Community Center,Community Spaces,checked,google_api,South End,ChIJ_bGAUWt644kR2j_5HYlWXOM,community center,"c(-71.0732768, 42.3403912)",-71.0732768,42.3403912,125,validation
159,Blackstone Square,Parks,checked,google_api,South End,ChIJHz89HS1744kRNAD6Dk-A_Qo,square,"c(-71.073551, 42.339648)",-71.073551,42.339648,125,validation
160,Blue Bottle Coffee,Social Businesses,new,humancoding_fall,Back Bay,NA,NA,"c(-71.0811812, 42.3466572)",-71.0811812,42.3466572,144,validation
162,Blue Hill Church of Christ,Places of Worship,checked,google_api,Mattapan,ChIJb_mSLgN844kR8LnMitC7R5I,place of worship,"c(-71.09398, 42.273054)",-71.09398,42.273054,36,boston
163,Blue Hill Missionary Baptist,Places of Worship,new,humancoding_fall,Mattapan,NA,NA,"c(-71.0920483, 42.2812772)",-71.0920483,42.2812772,47,boston
170,Boba Me,Social Businesses,"new, visited",humancoding_fall,Mission Hill,NA,NA,"c(-71.099746, 42.3323856)",-71.099746,42.3323856,107,validation
171,Bonita Beauty Salon,Social Businesses,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1213812, 42.2696189)",-71.1213812,42.2696189,25,boston
172,Bonita's Beauty Salon,Social Businesses,new,humancoding_fall,Roslindale,NA,NA,"c(-71.1187468, 42.2800168)",-71.1187468,42.2800168,45,boston
173,Bonito Sqaure,Parks,new,humancoding_fall,East Boston,NA,NA,"c(-70.9990697, 42.3895915)",-70.9990697,42.3895915,226,boston
174,Boston Architectural College Library,Community Spaces,checked,google_api,Back Bay,ChIJudGWCJx744kRUCxcnvFG4Jw,library,"c(-71.085757, 42.348445)",-71.085757,42.348445,143,validation
175,Boston Archives Division,Community Spaces,checked,google_api,Hyde Park,ChIJo8Hb1Ud-44kRrffWutQHfE0,city hall,"c(-71.132903, 42.233899)",-71.132903,42.233899,2,boston
176,Boston Athenaeum,Community Spaces,checked,google_api,Downtown,ChIJO_EfVJtw44kRyUaGBYXShhU,library,"c(-71.0621323, 42.358028)",-71.0621323,42.358028,175,validation
177,Boston Baking Inc,Social Businesses,new,humancoding_fall,Hyde Park,NA,NA,"c(-71.1394801, 42.2340419)",-71.1394801,42.2340419,2,boston
178,Boston Barber Co. Beacon Hill,Social Businesses,new,humancoding_fall,Downtown,NA,NA,"c(-71.06279, 42.3588072)",-71.06279,42.3588072,175,validation
179,Boston Book Company,Social Businesses,checked,google_api,Jamaica Plain,ChIJ_6-uhW5544kRAIMqmdKrB2E,bookstore,"c(-71.114556, 42.311504)",-71.114556,42.311504,74,validation
181,Boston Bowl,Social Businesses,new,humancoding_fall,Dorchester,NA,NA,"c(-71.0461566, 42.2941827)",-71.0461566,42.2941827,80,validation
182,Boston Center-Youth & Families,Community Spaces,"checked, visited",google_api,Mission Hill,ChIJQYEkbIh544kRZYmY4Joaxxk,community center,"c(-71.098243, 42.33223)",-71.098243,42.33223,107,validation
183,Boston Chinatown Neighborhood Center,Community Spaces,new,humancoding_fall,Chinatown,NA,NA,"c(-71.064801, 42.347974)",-71.064801,42.347974,163,validation
184,Boston Chinese Evangelical Church,Places of Worship,checked,google_api,South End,ChIJY1vgvnB644kRLR5A2dMy9mA,place of worship,"c(-71.065702, 42.346209)",-71.065702,42.346209,145,validation
187,Boston City Blessing Church,Places of Worship,checked,google_api,Allston,ChIJcw_s2s9544kRGdcdvegCEY0,place of worship,"c(-71.135084, 42.35542)",-71.135084,42.35542,139,boston
188,Boston City Hall,Community Spaces,checked,google_api,Downtown,ChIJLw8wo4Vw44kRWkWR0c03LH4,city hall,"c(-71.057993, 42.360406)",-71.057993,42.360406,175,validation
189,Boston College Neighborhood Center,Community Spaces,checked,google_api,Brighton,ChIJPT6nD0h444kRHgDyAOJSlK0,community center,"c(-71.160333, 42.348743)",-71.160333,42.348743,120,boston
190,Boston College Theology and Ministry Library,Community Spaces,checked,google_api,Brighton,ChIJR4pjQkN444kRDyb67_L6ka8,library,"c(-71.163697, 42.342884)",-71.163697,42.342884,104,boston
191,Boston Common,Parks,checked,google_api,Beacon Hill,ChIJKyNuvJ1w44kRBE-pe_yDhj8,park,"c(-71.065726, 42.35509)",-71.065726,42.35509,163,validation
192,Boston Common Baseball Field,Parks,new,humancoding_fall,Beacon Hill,NA,NA,"c(-71.0670617, 42.3538907)",-71.0670617,42.3538907,162,validation
193,Boston Common Tennis Court,Parks,new,humancoding_fall,Beacon Hill,NA,NA,"c(-71.0661247, 42.3538004)",-71.0661247,42.3538004,163,validation
194,Boston Environment Department,Community Spaces,checked,google_api,Downtown,ChIJUXu3voVw44kRKjcy1AvcQXE,city hall,"c(-71.05793, 42.360275)",-71.05793,42.360275,175,validation
195,Boston Faith Justice,Places of Worship,new,humancoding_fall,Allston,NA,NA,"c(-71.1401624, 42.352962)",-71.1401624,42.352962,139,boston
196,Boston Food Forest Coalition - Food Forest Park at the Boston Nature Center,Parks,checked,google_api,Mattapan,ChIJbewY_Vd544kRcnolTeNYh70,park,"c(-71.103067, 42.288144)",-71.103067,42.288144,57,boston
