geoid,area_land,geometry,ward_precinct,democrat_percent,republican_percent,turnout_percent
02118,2839685,"list(list(c(1907796.14247777, 1907966.67880377, 1908107.75054485, 1908412.71709527, 1908552.85454178, 1908683.51257367, 1908958.40985627, 1909076.65055359, 1909399.52661056, 1909309.31979007, 1909439.48349476, 1909703.44768415, 1909779.42677574, 1909799.58947251, 1909864.679407, 1909694.52471853, 1909690.5834358, 1909610.28821809, 1909579.08771338, 1909517.34153279, 1909209.77356492, 1908960.13740358, 1909018.10365264, 1908954.80392303, 1908757.13296836, 1908275.23645218, 1908130.51380645, 1908092.88962236, 
1908110.34051018, 1907980.69161468, 1907907.04554477, 1907725.27221565, 1907796.14247777, 528013.629929337, 528292.501836108, 528276.247792072, 527751.100444888, 527674.271014265, 527906.943024844, 527981.055140129, 527904.826690177, 527601.370064975, 527493.258014449, 527558.159792019, 527281.681636902, 527857.120076602, 528007.20019817, 528586.569327288, 529245.15731224, 529398.294044309, 529391.721115415, 529506.676558778, 529678.756113457, 529710.108324566, 529653.53880245, 529600.614578907, 
529361.702840267, 529177.91283359, 528972.091665716, 529056.497462927, 528988.246087976, 528970.792596593, 528698.383132491, 528515.93712981, 528131.251797637, 528013.629929337)))",NA,86.21428571428571,11.90952380952381,64.33333333333333
02119,4137558,"list(list(c(1907343.88621823, 1907320.2817814, 1907464.73043266, 1907530.07316324, 1907588.0767515, 1907594.65949653, 1907821.58327071, 1907847.01398392, 1907894.90011509, 1907953.2050909, 1908002.86538088, 1908144.8087854, 1908260.70386625, 1909133.98103121, 1909096.23327897, 1909182.34705556, 1909030.04422612, 1909734.33177109, 1909713.84935286, 1909703.44768415, 1909439.48349476, 1909309.31979007, 1909399.52661056, 1909076.65055359, 1908958.40985627, 1908683.51257367, 1908552.85454178, 1908412.71709527, 
1908152.74910509, 1908101.45045534, 1908200.57974043, 1908144.60832846, 1907941.83764511, 1907436.53494298, 1907348.10858943, 1907310.59173976, 1907312.14628227, 1907296.96195112, 1907184.96505546, 1907343.88621823, 525667.131356842, 525599.725641442, 525390.775444305, 525328.318056823, 525286.892137379, 525281.809705857, 525013.299775997, 525059.294985398, 525110.717148014, 525223.065397392, 525651.609388123, 525995.950327038, 525953.214966338, 525702.979549585, 526144.127788404, 526240.115291983, 
526445.828125533, 526681.17668753, 526922.371406101, 527281.681636902, 527558.159792019, 527493.258014449, 527601.370064975, 527904.826690177, 527981.055140129, 527906.943024844, 527674.271014265, 527751.100444888, 527823.957411243, 527594.171908365, 527554.639892708, 527250.053583182, 527340.511953359, 527305.676088041, 526885.062459756, 526487.198364191, 526361.458132258, 526207.84579399, 525752.642436879, 525667.131356842)))",NA,91.24814814814815,7.325925925925926,60.74444444444445
02120,1607480,"list(list(c(1906415.8005191, 1906408.40502305, 1906891.76578902, 1907307.67556782, 1907310.59173976, 1907348.10858943, 1907436.53494298, 1907941.83764511, 1908144.60832846, 1908200.57974043, 1908101.45045534, 1908152.74910509, 1908412.71709527, 1908107.75054485, 1907966.67880377, 1907796.14247777, 1907725.27221565, 1907612.46139989, 1907395.47275659, 1907298.36276951, 1906947.00921785, 1906926.90389565, 1906911.37528981, 1906798.96158212, 1906717.75945564, 1906581.00600206, 1906221.76081646, 1906415.8005191, 
526706.128495966, 526734.241774714, 526510.785426653, 526646.345460225, 526487.198364191, 526885.062459756, 527305.676088041, 527340.511953359, 527250.053583182, 527554.639892708, 527594.171908365, 527823.957411243, 527751.100444888, 528276.247792072, 528292.501836108, 528013.629929337, 528131.251797637, 527870.363337788, 527939.508095031, 527674.775079194, 527732.272911468, 527653.692535353, 527537.797963113, 527604.119932496, 527385.160187716, 527412.515693034, 526984.231865436, 526706.128495966
)))",NA,89.29375,8.975,57.54375
02121,4520353,"list(list(c(1907820.82667119, 1908172.17331781, 1908184.50325945, 1908474.30536392, 1908561.169726, 1908739.34944546, 1909023.7717629, 1909177.18116345, 1909345.11047135, 1909839.03534611, 1909873.07702224, 1909989.75690971, 1910078.32757223, 1910052.82636536, 1910032.4942533, 1910146.69254966, 1910021.10166064, 1910078.25718397, 1909807.35598011, 1909753.14980674, 1909756.54406783, 1909412.52466398, 1909423.78350881, 1909133.98103121, 1908260.70386625, 1908144.8087854, 1908002.86538088, 1907953.2050909, 
1907894.90011509, 1907847.01398392, 1907922.82175103, 1907926.24331398, 1908076.58182256, 1908172.77700931, 1908198.85685724, 1907885.11054948, 1907820.82667119, 523706.00653698, 523354.581851928, 523163.339204733, 522910.150191193, 522779.085856208, 523432.592354424, 523735.724872804, 523699.29333437, 523488.969254308, 523764.077971958, 523968.667496955, 524068.724013247, 524174.18806949, 524317.230391648, 524562.13279654, 524729.200261288, 524831.959021413, 524844.16410906, 525156.959333112, 524999.925714114, 
525536.834726379, 525608.826261931, 525688.951301341, 525702.979549585, 525953.214966338, 525995.950327038, 525651.609388123, 525223.065397392, 525110.717148014, 525059.294985398, 524983.01212849, 524613.04418876, 524449.734195748, 524445.990955418, 524266.64221759, 523946.35784816, 523706.00653698)))",NA,92.03809523809524,6.8,59.114285714285714
02122,5270568,"list(list(c(1916870.70302244, 1917092.6872504, 1917294.91352863, 1917403.4832464, 1917630.80125566, 1917638.97542734, 1917782.1513212, 1917849.77678534, 1918085.47131191, 1918068.37955399, 1917702.69577374, 1917204.4530583, 1917196.57115028, 1916793.96431584, 1916870.70302244, 527255.987277211, 527309.7423348, 527483.510066468, 527735.523526722, 527855.619043449, 528478.821826132, 529255.69146265, 529365.376638751, 529747.705864386, 530074.339522261, 530101.994459091, 528894.185076325, 528078.027944473, 
527485.56924134, 527255.987277211)), list(c(1910052.82636536, 1910266.97447044, 1910866.53212763, 1910984.15476677, 1911009.72348851, 1910926.45918792, 1911026.21566706, 1911047.71134717, 1911199.56057076, 1911244.29227409, 1911421.11188748, 1911478.38240085, 1911772.13818565, 1911628.60836269, 1911813.56187185, 1911822.98304146, 1911953.81536862, 1912477.27156195, 1912477.62495421, 1912615.14112078, 1912557.91916097, 1912549.82429591, 1912852.90548764, 1912984.280777, 1913042.59875834, 1913008.09224321, 
1913110.47094009, 1913185.14539635, 1913002.93293645, 1912804.33936213, 1912395.18333716, 1912265.27179437, 1912343.14935012, 1912295.95259311, 1911790.21871346, 1911787.59537302, 1911755.06395379, 1911457.73253065, 1911200.48362119, 1911152.10426639, 1910977.39462447, 1910868.59994118, 1911051.4575472, 1910962.71392637, 1910718.16154808, 1910767.68266215, 1910448.49296086, 1910404.79949721, 1910247.6831582, 1910301.02266491, 1910366.71484393, 1910206.98786181, 1910078.25718397, 1910021.10166064, 
1910146.69254966, 1910032.4942533, 1910052.82636536, 524317.230391648, 524453.567006722, 524154.017615821, 524247.86172715, 523938.893447288, 523710.878367922, 523699.683559326, 523428.168243379, 523535.390604535, 523464.099377371, 523610.360198152, 523476.730354331, 523089.354890172, 522977.142571806, 522809.498289833, 522584.046033191, 522578.293385179, 522853.45846315, 522505.870143578, 522446.735661004, 522154.246470608, 522114.24976732, 522012.352463886, 522150.070313265, 522287.68130827, 522743.434804569, 
523138.182862614, 523635.614574972, 523902.85579679, 524104.613237357, 524160.035773906, 524555.075995578, 524701.01862936, 525030.114868551, 525099.790115993, 525024.919967787, 524721.705019759, 524900.430268858, 525000.746906171, 525575.747166313, 525603.947019478, 525374.920436047, 525302.774851389, 525235.304002376, 525382.741412198, 525461.428633518, 525642.860607832, 525425.991222773, 525497.983426749, 525280.810822817, 525235.965432979, 524841.252423254, 524844.16410906, 524831.959021413, 
524729.200261288, 524562.13279654, 524317.230391648)))",NA,75.70869565217392,22.608695652173914,67.42173913043479
02124,7758289,"list(list(c(1908463.43763239, 1908614.58707799, 1908827.43003453, 1908833.43412827, 1908976.9344089, 1909275.60414818, 1909368.23765533, 1909565.57933136, 1909748.4538327, 1909819.36152894, 1910107.71967498, 1910274.87125659, 1910368.96499992, 1910436.66138096, 1910944.36393236, 1910813.46895773, 1910846.22792822, 1911070.2270483, 1911051.57681834, 1910852.43812482, 1910910.34464652, 1910954.21855142, 1911273.07642984, 1911285.24845569, 1911409.01756999, 1911492.51545742, 1911559.65793193, 1911575.26835577, 
1911836.73194342, 1911918.28076222, 1912322.7128107, 1912337.35375014, 1912068.49836074, 1912116.8861018, 1912427.99709963, 1912549.82429591, 1912557.91916097, 1912615.14112078, 1912477.62495421, 1912477.27156195, 1911953.81536862, 1911822.98304146, 1911813.56187185, 1911628.60836269, 1911772.13818565, 1911478.38240085, 1911421.11188748, 1911244.29227409, 1911199.56057076, 1911047.71134717, 1911026.21566706, 1910926.45918792, 1911009.72348851, 1910984.15476677, 1910866.53212763, 1910266.97447044, 
1910052.82636536, 1910078.32757223, 1909989.75690971, 1909873.07702224, 1909839.03534611, 1909345.11047135, 1909177.18116345, 1909023.7717629, 1908739.34944546, 1908561.169726, 1908463.43763239, 522651.731778608, 522661.052760623, 522318.895336849, 522325.5270469, 522077.053171318, 522050.807184414, 521861.951547916, 521748.008467951, 521729.049815062, 521852.87493501, 521602.763112679, 521512.771144597, 521479.723401814, 521610.40097843, 521704.845744117, 521462.921788603, 521317.062322236, 521163.946379256, 
521006.205093366, 520871.834026232, 520761.134112983, 520808.186984782, 520942.363385503, 520994.100199871, 521008.089660762, 520975.381865486, 520879.041693476, 520775.433738384, 520624.100025053, 520682.162394516, 521310.586576629, 521387.712827345, 521732.839113113, 521906.188714733, 522122.29829588, 522114.24976732, 522154.246470608, 522446.735661004, 522505.870143578, 522853.45846315, 522578.293385179, 522584.046033191, 522809.498289833, 522977.142571806, 523089.354890172, 523476.730354331, 
523610.360198152, 523464.099377371, 523535.390604535, 523428.168243379, 523699.683559326, 523710.878367922, 523938.893447288, 524247.86172715, 524154.017615821, 524453.567006722, 524317.230391648, 524174.18806949, 524068.724013247, 523968.667496955, 523764.077971958, 523488.969254308, 523699.29333437, 523735.724872804, 523432.592354424, 522779.085856208, 522651.731778608)))",NA,84.93658536585366,13.61219512195122,65.1780487804878
02125,5522672,"list(list(c(1909133.98103121, 1909423.78350881, 1909412.52466398, 1909756.54406783, 1909753.14980674, 1909807.35598011, 1910078.25718397, 1910206.98786181, 1910366.71484393, 1910301.02266491, 1910247.6831582, 1910404.79949721, 1910448.49296086, 1910767.68266215, 1910718.16154808, 1910962.71392637, 1911051.4575472, 1910868.59994118, 1910977.39462447, 1911152.10426639, 1911200.48362119, 1911457.73253065, 1911755.06395379, 1911787.59537302, 1911790.21871346, 1912295.95259311, 1912222.34313246, 1911965.28246504, 
1911993.89973525, 1912176.92553209, 1912041.10178875, 1912370.10010636, 1912378.39808426, 1912379.32481341, 1912594.80022977, 1912614.50813325, 1912498.2372714, 1912470.83504459, 1911529.00585893, 1911479.86386348, 1911490.89465739, 1911306.36353101, 1911206.91571194, 1911096.57239965, 1911077.23798726, 1910896.24226357, 1910963.60722518, 1910604.1036366, 1910315.45733217, 1910049.00549667, 1909779.42677574, 1909703.44768415, 1909713.84935286, 1909734.33177109, 1909030.04422612, 1909182.34705556, 
1909096.23327897, 1909133.98103121, 525702.979549585, 525688.951301341, 525608.826261931, 525536.834726379, 524999.925714114, 525156.959333112, 524844.16410906, 524841.252423254, 525235.965432979, 525280.810822817, 525497.983426749, 525425.991222773, 525642.860607832, 525461.428633518, 525382.741412198, 525235.304002376, 525302.774851389, 525374.920436047, 525603.947019478, 525575.747166313, 525000.746906171, 524900.430268858, 524721.705019759, 525024.919967787, 525099.790115993, 525030.114868551, 
525148.935535427, 525154.0641278, 525656.693264372, 525929.742704917, 526054.557369069, 525925.99586536, 526018.932754677, 526029.340592673, 526461.936693163, 526501.519025379, 526818.311876139, 526892.971951332, 527293.247051294, 527314.135775259, 527328.710639486, 527349.865072751, 527238.255213429, 527318.666593153, 527003.830596318, 527016.74618774, 526807.511352753, 527259.049500956, 527531.059725854, 527849.438864919, 527857.120076602, 527281.681636902, 526922.371406101, 526681.17668753, 526445.828125533, 
526240.115291983, 526144.127788404, 525702.979549585)))",NA,83.38076923076923,14.953846153846154,62.41153846153846
02126,5385962,"list(list(c(1908375.60962735, 1908610.80326172, 1908555.42096635, 1908779.12263975, 1908926.8518881, 1908958.10467811, 1909297.41377794, 1909444.47866231, 1909740.66324946, 1909720.97552143, 1910193.66353749, 1910662.71484777, 1910910.34464652, 1910852.43812482, 1911051.57681834, 1911070.2270483, 1910846.22792822, 1910813.46895773, 1910944.36393236, 1910436.66138096, 1910368.96499992, 1910274.87125659, 1910107.71967498, 1909819.36152894, 1909748.4538327, 1909565.57933136, 1909368.23765533, 1909275.60414818, 
1908976.9344089, 1908833.43412827, 1908827.43003453, 1908614.58707799, 1908463.43763239, 1908286.73839105, 1908341.39414605, 1908208.9331503, 1908372.47854434, 1908270.07372633, 1908566.9033514, 1908528.87668053, 1908607.85412384, 1908579.68846868, 1908543.25714434, 1908608.95648737, 1908557.28513363, 1908486.59679082, 1908395.90093825, 1908454.02738596, 1908399.23287178, 1908452.07992726, 1908360.7795252, 1908101.94335222, 1908095.68047563, 1908083.42277995, 1908062.36538617, 1908005.08604377, 1908135.49991764, 
1908123.85998424, 1908290.04162879, 1908128.42218357, 1908375.60962735, 519339.303985161, 519159.882199702, 518995.107098561, 519030.887363129, 518944.44715539, 518939.633983808, 519410.548404946, 519967.20216682, 519973.200882749, 520364.368057444, 520353.993942216, 520717.977732366, 520761.134112983, 520871.834026232, 521006.205093366, 521163.946379256, 521317.062322236, 521462.921788603, 521704.845744117, 521610.40097843, 521479.723401814, 521512.771144597, 521602.763112679, 521852.87493501, 521729.049815062, 
521748.008467951, 521861.951547916, 522050.807184414, 522077.053171318, 522325.5270469, 522318.895336849, 522661.052760623, 522651.731778608, 522499.476574896, 522309.336811456, 522156.133103295, 521960.518364611, 521791.046641669, 521601.411219469, 521539.182827838, 521415.663143953, 521299.432519884, 521250.971042895, 521160.71203785, 521109.499193312, 521188.750679743, 521080.795063523, 521020.190683983, 520986.861111082, 520964.115215112, 520868.846488473, 520970.574095308, 520499.15399251, 520507.116507712, 
520439.665902116, 520126.329817905, 520061.779238592, 519855.291905094, 519786.161767709, 519650.957056065, 519339.303985161)))",NA,92.205,6.775,66.89
02127,5239742,"list(list(c(1909779.42677574, 1910049.00549667, 1910315.45733217, 1910604.1036366, 1910963.60722518, 1910896.24226357, 1911077.23798726, 1911096.57239965, 1911206.91571194, 1911306.36353101, 1911351.41554424, 1911282.3923632, 1911265.97400876, 1911696.33850941, 1912059.60477062, 1912154.96510875, 1912345.88269652, 1912472.35795061, 1912647.68055705, 1912810.09887018, 1913088.85185015, 1913370.22319919, 1913370.46278787, 1913378.07178336, 1913451.35228667, 1913522.22107648, 1913545.60891786, 1913441.91265516, 
1913238.08143007, 1911467.53241337, 1911362.99061564, 1911407.2224356, 1911344.06171509, 1911409.39307852, 1911051.0943123, 1910777.06407931, 1910738.41232605, 1910593.67592441, 1910629.44520368, 1910340.27586129, 1910220.54494028, 1909976.67955828, 1910001.29010795, 1910096.10410077, 1909940.88672149, 1909723.91291715, 1909610.28821809, 1909690.5834358, 1909694.52471853, 1909864.679407, 1909799.58947251, 1909779.42677574, 527857.120076602, 527849.438864919, 527531.059725854, 527259.049500956, 526807.511352753, 
527016.74618774, 527003.830596318, 527318.666593153, 527238.255213429, 527349.865072751, 527424.788661631, 527499.566330109, 527882.975476719, 528061.26569648, 528079.867534229, 528205.839218125, 528297.842916334, 528516.134531294, 528673.571565024, 528739.901353876, 528655.976892801, 528791.632699892, 528793.361909327, 528848.375057213, 529378.108065672, 529890.685908897, 530059.847164466, 530146.8029273, 530243.565040638, 529710.062736977, 529792.517762929, 529619.514670383, 529601.141690073, 529187.951581134, 
529146.816370194, 529298.520534399, 529205.862771501, 529287.164573096, 529376.229797214, 529613.083307434, 529485.4894076, 529577.176128516, 529846.436398312, 529943.817632122, 529868.469824555, 529642.974717465, 529391.721115415, 529398.294044309, 529245.15731224, 528586.569327288, 528007.20019817, 527857.120076602)))",NA,73.65,24.186363636363637,69.05454545454545
02128,12563923,"list(list(c(1909746.57864606, 1910132.20769324, 1910332.17221308, 1910616.16235649, 1910770.99813234, 1911095.02198983, 1911204.48571879, 1911232.7181495, 1911442.2163902, 1911386.27276882, 1911473.56846865, 1911736.24249837, 1911753.56211067, 1912618.3356856, 1913439.98297525, 1913659.20884669, 1913659.09704007, 1913596.65195551, 1913401.10732246, 1913325.89475075, 1913763.18921972, 1913994.86810218, 1914244.78990175, 1914480.99364347, 1914718.86177438, 1914540.46986849, 1914374.25271219, 1913956.09600892, 
1913840.39692778, 1913580.12362493, 1913379.34032902, 1913363.09988917, 1913416.7717603, 1913421.21431695, 1913492.5424026, 1913494.03765119, 1913424.38159202, 1913329.32783244, 1913276.78127473, 1913215.16367004, 1913229.10596, 1913137.15988925, 1913223.14802622, 1913382.24579863, 1913305.06836505, 1913674.50437774, 1913797.59626429, 1913809.89881391, 1913698.49146998, 1913521.47399662, 1913374.1656794, 1912969.89391552, 1912833.49057841, 1912464.1185016, 1911989.89175376, 1911734.58097765, 1911793.24704789, 
1911664.43678518, 1911480.89652051, 1911325.43270824, 1911358.47167504, 1911249.41691436, 1911145.2515953, 1910822.10192506, 1910382.65332537, 1910222.8155848, 1909853.67439376, 1909673.47274644, 1909608.02683131, 1909728.92025619, 1909732.72822372, 1909746.57864606, 532794.562214373, 532235.765342206, 532045.497632905, 531874.700101646, 531855.489621457, 531697.823540563, 531725.257158986, 531972.142237061, 532149.681237943, 531792.63421976, 531601.868742656, 531470.762149301, 531621.569062079, 
531274.339832123, 530817.14134895, 530925.497140435, 530927.070383399, 531818.000268696, 531676.532894673, 531879.975284739, 532142.221191685, 531925.324836857, 531890.745439262, 532004.396181514, 532464.350495209, 532874.077254904, 532919.266118313, 532711.706520948, 532593.311390522, 532701.983164715, 532856.833648991, 532971.055356573, 532981.996595331, 533082.585840861, 533163.290334576, 533210.329139955, 533416.618062489, 533482.019813562, 533542.374835247, 533674.945748264, 534235.760934855, 
534515.103985629, 534587.773183573, 534992.194534339, 535399.399242553, 535800.303101303, 535837.35064101, 535960.388704367, 536005.939051021, 536457.906738772, 536469.892242519, 536400.606264793, 535959.838303659, 536119.355980602, 536107.866440051, 536058.176631825, 536318.440764911, 536418.193688776, 536467.683102011, 536242.013743814, 535614.463782119, 535210.999871042, 535027.703030136, 534655.120415795, 534642.977086751, 534718.11109898, 534738.171273432, 534290.737579088, 534225.980218683, 
533510.533649949, 532960.823224635, 532794.562214373)))",NA,75.62142857142857,22.442857142857143,67.30714285714286
02129,3499249,"list(list(c(1906940.26923033, 1906961.65216022, 1907356.55987402, 1907792.64351126, 1907826.63942838, 1908252.56039264, 1908567.52866343, 1908665.89750214, 1908893.51743692, 1909193.06289305, 1909618.77930145, 1909732.72822372, 1909728.92025619, 1909608.02683131, 1909241.26335512, 1908666.54765887, 1908503.44264475, 1907904.61521099, 1907442.14198547, 1907441.29611045, 1907565.0568152, 1907519.40473486, 1907405.38671893, 1907252.31553402, 1907161.80744169, 1906963.95620154, 1906906.09233002, 1906940.26923033, 
533299.633834948, 533245.791576432, 533250.86539328, 532514.792283832, 532454.923029445, 532466.545631004, 532206.858290459, 532158.696150014, 532266.011551907, 532582.892545441, 532758.779262078, 532960.823224635, 533510.533649949, 534225.980218683, 534430.295091925, 534448.139966997, 534428.681363972, 534181.622738361, 534350.819212316, 534563.284744953, 534932.167310606, 535105.892631612, 534955.998081036, 534519.999224971, 534618.013783206, 533480.024351769, 533367.655259964, 533299.633834948
)))",NA,77.28571428571429,20.45714285714286,75.64285714285714
02130,8635265,"list(list(c(1904978.27849648, 1905183.54486563, 1905396.16916575, 1905902.13072664, 1905993.65413561, 1906101.45976746, 1906330.40186777, 1906127.68052284, 1906042.28430988, 1906486.10378467, 1906461.92044523, 1906614.88015402, 1906875.66501101, 1906931.98348475, 1906829.71572391, 1906853.35084763, 1907058.61745061, 1907175.80647066, 1907231.70592359, 1907357.73501998, 1907606.89959448, 1907751.66899837, 1907291.5594624, 1907144.45790554, 1907308.7223959, 1907306.71713828, 1907783.80407584, 1907709.04564157, 
1907881.01989707, 1907967.36487164, 1908123.70815856, 1908491.14159303, 1908474.30536392, 1908184.50325945, 1908172.17331781, 1907820.82667119, 1907885.11054948, 1908198.85685724, 1908172.77700931, 1908076.58182256, 1907926.24331398, 1907922.82175103, 1907847.01398392, 1907821.58327071, 1907594.65949653, 1907588.0767515, 1907530.07316324, 1907464.73043266, 1907320.2817814, 1907343.88621823, 1907184.96505546, 1907296.96195112, 1907312.14628227, 1907310.59173976, 1907307.67556782, 1906891.76578902, 
1906408.40502305, 1906415.8005191, 1906221.76081646, 1906215.68860067, 1906043.78691784, 1906013.54484076, 1906005.70983737, 1905791.7548592, 1905653.69392761, 1905510.68244522, 1905208.30911005, 1905074.76368695, 1904927.09098839, 1904978.27849648, 523029.993233238, 522998.715797948, 523118.810113984, 523065.882439013, 523355.359405771, 523087.849346841, 522940.116378962, 522808.827344875, 522672.225609439, 522659.289846308, 522430.474326986, 522746.741446302, 523173.967334674, 523345.229476017, 
522619.333588863, 522107.381488398, 522036.870094462, 522117.300670229, 522009.351738378, 522073.317715229, 521907.919232867, 522150.679614757, 522464.45608121, 522611.278205051, 522783.530561457, 523313.664880804, 523232.545062237, 523082.745178042, 523041.120434655, 523159.1644707, 523200.465403971, 522869.035852173, 522910.150191193, 523163.339204733, 523354.581851928, 523706.00653698, 523946.35784816, 524266.64221759, 524445.990955418, 524449.734195748, 524613.04418876, 524983.01212849, 525059.294985398, 
525013.299775997, 525281.809705857, 525286.892137379, 525328.318056823, 525390.775444305, 525599.725641442, 525667.131356842, 525752.642436879, 526207.84579399, 526361.458132258, 526487.198364191, 526646.345460225, 526510.785426653, 526734.241774714, 526706.128495966, 526984.231865436, 526910.406888073, 526991.8328237, 526978.689272871, 525982.535250968, 525811.015362295, 525902.035038741, 525615.725630291, 524472.72898784, 523583.591097536, 523047.574826611, 523029.993233238)))",NA,90.36333333333333,7.723333333333334,71.68333333333334
02131,6699886,"list(list(c(1908005.08604377, 1908062.36538617, 1908083.42277995, 1907985.55691358, 1907944.46424023, 1908005.08604377, 520126.329817905, 520439.665902116, 520507.116507712, 520555.452567167, 520164.854598553, 520126.329817905)), list(c(1904944.37829428, 1904887.40376354, 1904961.91710627, 1905304.00946029, 1905537.78073889, 1905797.88679853, 1906130.98033507, 1906268.87976581, 1906493.64444123, 1906451.06085528, 1906557.28651266, 1906799.33329515, 1906981.36318544, 1907266.21435856, 1907213.72961098, 
1907351.83074855, 1907333.81649038, 1907515.77440566, 1907522.31641755, 1907607.09650477, 1907780.17532579, 1907639.36923526, 1907703.80960645, 1908000.51312682, 1908270.07372633, 1908372.47854434, 1908208.9331503, 1908341.39414605, 1908286.73839105, 1908463.43763239, 1908561.169726, 1908474.30536392, 1908491.14159303, 1908408.28637104, 1908291.7720787, 1908102.81675321, 1908066.96347588, 1907887.81792002, 1907796.95240973, 1907751.66899837, 1907606.89959448, 1907357.73501998, 1907231.70592359, 1907175.80647066, 
1907058.61745061, 1906853.35084763, 1906829.71572391, 1906931.98348475, 1906875.66501101, 1906614.88015402, 1906461.92044523, 1906486.10378467, 1906042.28430988, 1906127.68052284, 1906330.40186777, 1906101.45976746, 1905993.65413561, 1905902.13072664, 1905785.32821049, 1905556.50487622, 1905055.78171707, 1904831.77741967, 1904944.37829428, 521078.98618326, 520944.287654426, 520788.960477118, 520500.510588448, 520284.300240591, 519857.260978624, 519622.330756071, 520030.440318624, 519907.754812944, 
519762.22387907, 519385.154372378, 519737.922580048, 519982.208615887, 519825.149318071, 520243.81783846, 520424.074009318, 520546.116971127, 520702.067037946, 520794.858273607, 521050.363016488, 521177.142471367, 521303.139555197, 521507.298853533, 521985.328532345, 521791.046641669, 521960.518364611, 522156.133103295, 522309.336811456, 522499.476574896, 522651.731778608, 522779.085856208, 522910.150191193, 522869.035852173, 522756.817981811, 522828.885325338, 522802.553149891, 522769.297886484, 
522325.420864205, 522238.469835604, 522150.679614757, 521907.919232867, 522073.317715229, 522009.351738378, 522117.300670229, 522036.870094462, 522107.381488398, 522619.333588863, 523345.229476017, 523173.967334674, 522746.741446302, 522430.474326986, 522659.289846308, 522672.225609439, 522808.827344875, 522940.116378962, 523087.849346841, 523355.359405771, 523065.882439013, 522770.967114102, 522451.975358553, 521229.516182974, 521126.460653468, 521078.98618326)))",NA,84.53076923076924,13.78076923076923,74.9076923076923
02132,11808860,"list(list(c(1901690.92118643, 1901803.25933419, 1901995.64291371, 1902231.9826652, 1902476.83432586, 1902958.94126612, 1903118.75582866, 1903205.67495473, 1903444.6702965, 1903379.39219494, 1903441.80140289, 1903668.078367, 1903718.23374961, 1904984.41493497, 1905356.92671942, 1905528.04102306, 1905593.62167737, 1905466.68026475, 1905674.24922285, 1905644.77422791, 1905240.72000207, 1905560.34423447, 1905340.00611325, 1905370.18288226, 1905503.53959568, 1905304.00946029, 1904961.91710627, 1904887.40376354, 
1904944.37829428, 1904831.77741967, 1905055.78171707, 1905556.50487622, 1905785.32821049, 1905902.13072664, 1905396.16916575, 1905183.54486563, 1905452.5179114, 1905273.48804803, 1904684.97764217, 1904487.74210155, 1904258.4449426, 1904108.2251245, 1903809.95141111, 1903707.66170672, 1903159.78487224, 1902999.48659814, 1902765.49331312, 1902928.73123377, 1902821.22547712, 1902842.25921438, 1902695.7569976, 1902704.96973083, 1902819.51670618, 1902716.96368296, 1902749.97389546, 1902426.76024434, 1902275.66914086, 
1901703.94181627, 1901690.92118643, 519844.627247684, 519694.033962772, 519602.439014978, 519581.710527456, 519144.522692243, 519418.554839264, 519364.130700566, 519084.768032847, 518724.198837512, 518500.443128758, 518372.44753381, 518319.695094472, 518220.957245679, 517313.716527522, 517802.810727397, 517741.546796654, 517776.393149823, 518003.170538733, 518212.775367122, 518555.140002134, 518902.210130924, 519632.739869067, 519843.137291009, 520046.622755725, 520171.971075926, 520500.510588448, 
520788.960477118, 520944.287654426, 521078.98618326, 521126.460653468, 521229.516182974, 522451.975358553, 522770.967114102, 523065.882439013, 523118.810113984, 522998.715797948, 522547.509124063, 522370.367280291, 522326.19491593, 522245.862449395, 521946.378373067, 522044.694687579, 521963.705826227, 521858.215774321, 522053.481895113, 522071.550121649, 522234.900433152, 521979.543516152, 522064.130601289, 521904.244711989, 521780.43591111, 521631.695622172, 521403.778211331, 521315.976167158, 
521098.500108405, 521352.457587617, 521412.526328983, 519871.235287716, 519844.627247684)))",NA,72.61578947368422,25.28421052631579,80.67894736842105
