cell_id,fraternal,religious,veterans,country_clubs,civic,business,collectors,union,charitable,church_board,school_board,local_board
112,1.2446,1.9862333333333333,1.3693666666666666,0.6999333333333333,0.7445666666666667,0.5082333333333333,0.2465,1.8311666666666666,2.402233333333333,1.4892333333333332,0.6888,0.3013
113,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0
119,2.11444,3.35234,2.34095,1.24572,1.26872,0.9639,0.40071,3.29372,4.33496,2.53906,1.08606,0.53184
120,2.0800923076923077,3.299407692307692,2.3192307692307694,1.2105076923076923,1.2482384615384616,0.9226538461538462,0.39866153846153846,3.183853846153846,4.197853846153846,2.502630769230769,1.062123076923077,0.5273230769230769
121,1.987738888888889,3.1256444444444442,2.202761111111111,1.0918222222222222,1.167688888888889,0.8267388888888889,0.38765555555555553,2.96595,3.864727777777778,2.3242833333333333,1.0308444444444445,0.47813333333333335
122,1.91963,2.95046,2.03845,1.02965,1.09055,0.79096,0.37788,2.81187,3.58745,2.1423,1.04153,0.43663
123,1.9595777777777779,3.0838222222222225,2.1689555555555557,1.0639777777777777,1.1583333333333334,0.8082555555555555,0.4015888888888889,2.8496555555555556,3.7480444444444445,2.265888888888889,1.0328222222222223,0.4608888888888889
124,1.876364705882353,2.914452941176471,2.0990058823529414,1.0683941176470588,1.160135294117647,0.7049647058823529,0.3638705882352941,2.6266,3.570329411764706,2.181964705882353,1.0597588235294118,0.4148470588235294
125,1.9162142857142856,3.066609523809524,2.204247619047619,1.1476714285714287,1.214557142857143,0.7932571428571429,0.3613857142857143,2.8655904761904765,3.883385714285714,2.3554333333333335,1.0683095238095237,0.4637428571428571
126,1.9769833333333333,3.2114166666666666,2.25895,1.161725,1.2210416666666668,0.8862666666666666,0.38511666666666666,3.075641666666667,4.06575,2.4489,1.0565416666666667,0.5053333333333333
127,1.8143142857142858,2.971285714285714,2.056492857142857,1.0861142857142858,1.12935,0.8379214285714286,0.3502571428571429,2.913335714285714,3.792064285714286,2.271985714285714,0.9864142857142857,0.47280714285714287
128,1.8013125,2.8877,2.0235125,1.0960937499999999,1.103875,0.8448125,0.338175,2.8380875,3.74440625,2.2041,0.94516875,0.46999375
129,1.5557714285714286,2.458957142857143,1.7301714285714285,0.9453428571428572,0.9434285714285714,0.7427428571428571,0.2918142857142857,2.453314285714286,3.2397285714285715,1.8701,0.7838285714285714,0.4048
130,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0
