year,geoid,social_capital,bonding,bridging,linking
2011,25025000100,0.5268115156430143,0.4474817460862287,0.5448136468534098,0.5881391539894042
2011,25025000201,0.5025834746121858,0.504842132100276,0.47364454611220747,0.5292637456240739
2011,25025000202,0.5169330335444752,0.4576546729852948,0.47364454611220747,0.6194998815359234
2011,25025000301,0.5742847989311414,0.5112069532661659,0.6123266226617082,0.59932082086555
2011,25025000302,0.4594237765041928,0.4676751855933477,0.47364454611220747,0.4369515978070233
2011,25025000401,0.4945544691410713,0.4703923000675528,0.47364454611220747,0.5396265612434537
2011,25025000402,0.5236209592433376,0.5456464785756552,0.47364454611220747,0.5515718530421503
2011,25025000502,0.48656862026507874,0.44737148520488823,0.4836542733364137,0.5286801022539342
2011,25025000503,0.50625540411890535,0.5417878682521511,0.47364454611220747,0.5033337979923576
2011,25025000504,0.5024186376358434,0.43221074290554695,0.5338829339642787,0.5411622360377045
2011,25025000601,0.5082953721697591,0.44935646896530745,0.4974789344867922,0.5780507130571777
2011,25025000602,0.4978774297256472,0.38129338848824074,0.4974789344867922,0.6148599662019086
2011,25025000701,0.5337767715949138,0.5164711338985176,0.4974789344867922,0.5873802463994316
2011,25025000703,0.5289552021686545,0.4780684359223587,0.5577453826031007,0.5510517879805042
2011,25025000704,0.48115013923811506,0.3688744108930884,0.5084394446794224,0.5661365621418344
2011,25025000802,0.47666189997139824,0.3604905930413862,0.5577453826031007,0.5117497242697078
2011,25025000803,0.5187655076171138,0.4335798149763884,0.5909456304472157,0.5317710774277373
2011,25025010103,0.5012984527414971,0.4939420008398295,0.6267899238437858,0.3831634335408759
2011,25025010104,0.4744093855537957,0.34809773119018605,0.5801670809151575,0.4949633445560436
2011,25025010203,0.5374376654418005,0.42292711808567907,0.6267899238437858,0.5625959543959365
2011,25025010204,0.5123512115211297,0.4866986125046432,0.6267899238437858,0.42356509821496025
2011,25025010300,0.5094466138622799,0.5862289879811939,0.5801670809151575,0.3619437726904881
2011,25025010403,0.528950522852151,0.37390475304325194,0.5801670809151575,0.6327797345980437
2011,25025010404,0.4748044350156389,0.5087343888823053,0.51597401278377375,0.3997049033808376
2011,25025010405,0.556728485174987,0.5993562401214698,0.5801670809151575,0.4906621344883336
2011,25025010408,0.5112263814222967,0.3899970307057818,0.6267899238437858,0.5168921897173224
2011,25025010500,0.571053305207421,0.4306291213306791,0.8468122823006116,0.43571851199097233
2011,25025010600,0.558929936008303,0.3883356562661716,0.8468122823006116,0.441641869458126
2011,25025010701,0.602072935596739,0.46713867855935953,0.788175634207006,0.5509044940238514
2011,25025010702,0.6534859046642963,0.4445058945824958,0.8899493715590777,0.6260024478513158
2011,25025010801,0.6385542722183835,0.5742915396437656,0.8899493715590777,0.4514219054523071
2011,25025010802,0.6210985869904713,0.4968549480557839,0.788175634207006,0.5782651787086239
2011,25025020101,0.6453678001682572,0.5310626188411124,0.97355260294381,0.43148817871984935
2011,25025020200,0.5868791846375349,0.4976134061659252,0.7996260586433596,0.46339808910331987
2011,25025020301,0.6262959809029365,0.4585878543499627,0.7996260586433596,0.6206740297154871
2011,25025020302,0.6489419021481134,0.5346456525778371,0.97355260294381,0.4386274509226933
2011,25025020303,0.6012042684597176,0.45273833248408824,0.7996260586433596,0.5512484142517051
2011,25025030100,0.6507157488019281,0.5284168819731048,0.9059126406937168,0.5178177237389626
2011,25025030200,0.6428397798583035,0.5618973948720895,0.8024434172448981,0.5641785274579229
2011,25025030300,0.6715710109281048,0.4997270803647946,0.9516064477020464,0.5633795047174737
2011,25025030400,0.6758633087447595,0.5006589430289924,0.9129424465057648,0.6139885366995215
2011,25025030500,0.674744466754413,0.45456142504532054,0.9129424465057648,0.6567295287121542
2011,25025040100,0.5426260927516727,0.5455135467954507,0.6150530675258916,0.4673116639336756
2011,25025040200,0.47007581683454375,0.3872998935141517,0.6150530675258916,0.4078744894635879
2011,25025040300,0.5644002852828457,0.5154103313581578,0.6150530675258916,0.5627374569644875
2011,25025040401,0.610244891302551,0.5806361499193944,0.6150530675258916,0.635045456462367
2011,25025040600,0.5891156534505461,0.4942234589626137,0.6150530675258916,0.6580704338631329
2011,25025040801,0.5240105063693062,0.5296867216058808,0.6150530675258916,0.42729172997614623
2011,25025050101,0.2860259382090894,0.35485150547483246,0.432258211283932,0.0709680978685038
2011,25025050200,0.4177040117868629,0.424001120623794,0.432258211283932,0.3968527034528624
2011,25025050300,0.3869828186462601,0.2703033523047197,0.432258211283932,0.4583868923501286
2011,25025050400,0.4519688355488294,0.44213684456323427,0.432258211283932,0.48151145079932167
2011,25025050500,0.4168285367518356,0.40664684619436775,0.432258211283932,0.4115805527772072
2011,25025050600,0.4239944464647436,0.46641423777108776,0.432258211283932,0.3733108903392111
2011,25025050700,0.4197218143453803,0.4491385243116322,0.432258211283932,0.3777687074405768
2011,25025050901,0.36775510409573103,0.4275514755082829,0.432258211283932,0.2434556254949783
2011,25025051000,0.5018214945788357,0.4613939865532319,0.432258211283932,0.6118122858993432
2011,25025051101,0.4440721825895689,0.3979250283006596,0.432258211283932,0.502033308184115
2011,25025051200,0.4376436881754957,0.38568041654968754,0.432258211283932,0.4949924366928676
2011,25025060101,0.6107924964179671,0.6688363110680401,0.5307383717510018,0.6328028064348594
2011,25025060200,0.6196088059059571,0.7098117908229358,0.5307383717510018,0.6182762551439339
2011,25025060301,0.6138845008050069,0.5928373346450013,0.5307383717510018,0.7180777960190176
2011,25025060400,0.6101608128054901,0.6067472125946032,0.5307383717510018,0.6929968540708651
2011,25025060501,0.5734299743292578,0.5439717834710684,0.5307383717510018,0.645579767765703
2011,25025060600,0.6860724688714712,0.5152726166468267,0.851952119445388,0.690992670522199
2011,25025060700,0.4154318775900174,0.429429284996994,0.5307383717510018,0.28612797602205636
2011,25025060800,0.5960557009251836,0.60758986053426,0.5307383717510018,0.6498388704902892
2011,25025061000,0.4815071046475306,0.5251180178216397,0.5307383717510018,0.3886649243699503
2011,25025061101,0.3835565375521477,0.3929261137822553,0.5307383717510018,0.22700512712318588
2011,25025061200,0.6259159348757958,0.5458877766247143,0.874695407179274,0.4571646208233991
2011,25025070101,0.6153889911698877,0.3981584353479064,0.9578511953285228,0.49015734283323376
2011,25025070200,0.6235159744550665,0.4817322547512345,0.9245306185869736,0.464285050026991
2011,25025070300,0.604315760952133,0.43237781331646585,0.8899493715590777,0.49062009798085554
2011,25025070402,0.5572003494791874,0.4833178946393016,0.8031571183490545,0.38512603544920626
2011,25025070500,0.56703172497222,0.4022875317358699,0.8031571183490545,0.4956505248317352
2011,25025070600,0.561706688502586,0.4087917087633189,0.8031571183490545,0.47317123839538466
2011,25025070700,0.6212330744683962,0.4026201828712851,0.8899493715590777,0.5711296689748255
2011,25025070800,0.468764570897171,0.3820866122349787,0.5302170666402729,0.4939900338162612
2011,25025070900,0.4411071561951662,0.36116012436909994,0.5256422013396383,0.4365191428767603
2011,25025071101,0.5034353392860724,0.4110307069539524,0.5413138310004689,0.557961479903796
2011,25025071201,0.5035217703814,0.47012853274338495,0.5256422013396383,0.5147945770611766
2011,25025080100,0.5367253812027707,0.4551272985931713,0.5413138310004689,0.6137350140146719
2011,25025080300,0.566725500874396,0.5178384103579072,0.5248704496678968,0.657467642597384
2011,25025080401,0.4698866045027412,0.4304782606760183,0.5665093378154175,0.4126722150167875
2011,25025080500,0.49822088057397534,0.45228704438730966,0.5665093378154175,0.4758662595191989
2011,25025080601,0.5019344938846195,0.4549345911469773,0.5641759684341238,0.4866929220727575
2011,25025080801,0.44756441310812384,0.4592015328705933,0.5682809495076315,0.31521075694614653
2011,25025080900,0.5521653791252157,0.46040662503506696,0.5682809495076315,0.6278085628329487
2011,25025081001,0.45982491061179903,0.3736552085381349,0.6028428179782027,0.4029767053190594
2011,25025081100,0.522810359537618,0.42325954839312346,0.5943547766520453,0.550816753567685
2011,25025081200,0.5117375256325016,0.38264039921956017,0.6101158984593767,0.5424562792185681
2011,25025081300,0.4463367956949765,0.4331065800584345,0.5876234476353589,0.31828035939113597
2011,25025081400,0.5624023328329728,0.4341519153090271,0.6057491630978987,0.6473059200919927
2011,25025081500,0.555216327309367,0.5407574012831959,0.5248704496678968,0.6000211309770082
2011,25025081700,0.5610222321566527,0.6139293183558793,0.5248704496678968,0.5442669284461821
2011,25025081800,0.4207979271415423,0.4140947412998014,0.4623944246403301,0.38590461548449567
2011,25025081900,0.5374947317967417,0.5239702942375427,0.4623944246403301,0.6261194765123524
2011,25025082000,0.4232402444606984,0.4630206607014637,0.34040040624605955,0.46629966643457194
2011,25025082100,0.4289751462482545,0.4553326654694071,0.34040040624605955,0.4911923670292966
2011,25025090100,0.5328625794865901,0.5627403111297984,0.4627392962263522,0.5731081311036199
2011,25025090200,0.3071947872852394,0.3980933051833246,0.34040040624605955,0.18309065042633405
2011,25025090300,0.47219511950321974,0.522890956873963,0.4459333930411023,0.4477610085945941
2011,25025090400,0.4288457911633053,0.5134792257455832,0.4874306676608935,0.2856274800834391
2011,25025090600,0.4777467340092272,0.5502597857682475,0.5266104083650247,0.35637000789440954
2011,25025090700,0.4976531240161659,0.45260217285941434,0.5270689095249722,0.5132882896641112
2011,25025090901,0.4783152036156902,0.431586204530572,0.4966443837851795,0.506715022531319
2011,25025091001,0.5340937024440082,0.4431075400153393,0.4916596220153659,0.6675139453013194
2011,25025091100,0.47198867316027177,0.43376019316373304,0.4966443837851795,0.4855614425319027
2011,25025091200,0.5279743994837806,0.5508142926830204,0.4966443837851795,0.5364645219831417
2011,25025091300,0.44493059794689627,0.4214491756338329,0.4966443837851795,0.4166982344216764
2011,25025091400,0.5105882574436152,0.4274252713870418,0.4459333930411023,0.6584061079027015
2011,25025091500,0.4773437120425601,0.4561816314616732,0.4916596220153659,0.4841898826506412
2011,25025091600,0.521194331109151,0.5236538440588302,0.5604804414255431,0.47944870784308
2011,25025091700,0.5116631474462957,0.5161439579028984,0.5604804414255431,0.4583650430104457
2011,25025091800,0.4659089195400347,0.5551102607362391,0.4609401161334617,0.3816763817504031
2011,25025091900,0.4852184387114813,0.6176339262021889,0.4627392962263522,0.3752820937059024
2011,25025092000,0.5119514322837403,0.5366468435192506,0.5246850767291292,0.4745223766028411
2011,25025092101,0.5400163674347678,0.5067498800704601,0.5604804414255431,0.5528187808083003
2011,25025092200,0.5204287252619723,0.4900459686579251,0.5246850767291292,0.5465551303988623
2011,25025092300,0.4666841424245926,0.562703542683153,0.5381752686397029,0.29917361595092185
2011,25025092400,0.4494108705395044,0.5166197155485301,0.4627392962263522,0.368873599843631
2011,25025100100,0.4527785670084608,0.4205121522865878,0.5189551248425072,0.4188684238962877
2011,25025100200,0.48551835325551257,0.5485476073239569,0.5189551248425072,0.3890523276000738
2011,25025100300,0.5261836573228708,0.5686839183184608,0.5189551248425072,0.4909119288076444
2011,25025100400,0.5500810369175,0.5645922230781696,0.5381752686397029,0.5474756190346275
